Section,Chapter,Article,Text,Status,Source
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الحادية والستون :,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة وذلك بإضافة الفقرات الآتية: ""4- أن يمتنع عن القيام بكل ما من شأنه إبطال أو إضعاف تطبيق تكافؤ الفرص أو المعاملة في الاستخدام والمهنة، سواء من خلال الاستبعاد أو التفريق أو التفضيل بين المتقدمين للعمل أو العاملين لديه على أساس العرق أو اللون أو الجنس أو السن أو الإعاقة أو الحالة الاجتماعية أو أي شكل من أشكال التمييز الأخرى. 5- أن يوفر السكن اللائق لعماله. وله أن يستعيض عن ذلك ببدل نقدي مناسب يدفعه لهم مع الأجر. 6- أن يوفر وسيلة مواصلات مناسبة لعماله من مقر سكنهم إلى مقر العمل. وله أن يستعيض عن ذلك ببدل نقدي مناسب يدفعه لهم مع الأجر "".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثانية والستون:,إذا حضر العامل لأداء عمله في الوقت المحدد لذلك، أو بين أنه مستعد لأداء عمله في هذا الوقت، ولم يمنعه عن العمل إلا سبب راجع إلى   صاحب العمل؛ كان له الحق في أجر المدة التي لا يؤدي فيها العمل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثالثة والستون :,على   صاحب العمل    أو وكيله أو أي شخص له سلطة على العمال، منع دخول أي مادة محرمة شرعًا إلى أماكن العمل، ويطبق بحق من وجدت لديه أو من تعاطاها العقوبات المقررة في هذا النظام، مع عدم الإخلال   بالعقوبات الشرعية.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الرابعة والستون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي : "" يلتزم صاحب العمل عند انتهاء عقد العمل بما يأتي : 1 - أن يعطي العامل – بناءً على طلبه – شهادة خدمة دون مقابل، يوضح فيها تاريخ التحاقه بالعمل، وتاريخ انتهاء علاقته به، ومهنته، ومقدار أجره الأخير. ولا يجوز لصاحب العمل تضمين الشهادة ما قد يسيء إلى سمعة العامل أو يقلل من فرص العمل أمامه. 2 - أن يعيد إلى العامل جميع ما أودعه لديه من شهادات أو وثائق"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الخامسة والستون :,بالإضافة إلى الواجبات المنصوص عليها في هذا النظام واللوائح والقرارات الصادرة تطبيقًا له، يجب على   العامل: 1 - أن ينجز العمل وفقًا لأصول المهنة ووفق تعليمات صاحب العمل، إذا لم يكن في هذه التعليمات ما يخالف العقد أو النظام أو الآداب العامة، ولم يكن في تنفيذها ما يعرض للخطر. 2 - أن يعتني عناية كافية بالآلات والأدوات والمهمات والخامات المملوكة  لصاحب العمل    الموضوعة تحت تصرفه، أو التي تكون في عهدته، وأن يعيد إلى   صاحب العمل    المواد غير المستهلكة. 3 - أن يلتزم حسن السلوك والأخلاق أثناء العمل. 4 - أن يقدم كل عون ومساعدة دون أن يشترط لذلك أجرًا إضافيًّا في حالات الكوارث والأخطار التي تهدد سلامة مكان العمل أو الأشخاص العاملين فيه. 5 - أن يخضع- وفقًا لطلب   صاحب العمل- للفحوص الطبية التي يرغب في إجرائها عليه قبل الالتحاق بالعمل أو أثناءه، للتحقق من خلوه من الأمراض المهنية أو السارية. 6 - أن يحفظ الأسرار الفنية والتجارية والصناعية للمواد التي ينتجها، أو التي أسهم في إنتاجها بصورة مباشرة أو غير مباشرة، وجميع الأسرار المهنية المتعلقة بالعمل أو   المنشأة    التي من شأن إفشائها الإضرار بمصلحة   صاحب العمل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة السادسة والستون :,الجزاءات التأديبية    التي يجوز  لصاحب العمل    توقيعها على   العامل: 1 -   الإنذار. 2 -   الغرامة. 3 -   الحرمان من العلاوة    أو تأجيلها لمدة لا تزيد على سنة متى كانت مقررة من   صاحب العمل. 4 - تأجيل الترقية مدة لا تزيد على سنة متى كانت مقررة من صاحب العمل. 5 -   الإيقاف عن العمل    مع الحرمان من   الأجر. 6-   الفصل من العمل    في الحالات المقررة في النظام.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة السابعة والستون :,لا يجوز  لصاحب العمل    أن يوقع على العامل جزاءً غير وارد في هذا النظام أو في لائحة تنظيم العمل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثامنة والستون :,لا يجوز تشديد الجزاء في حالة تكرار المخالفة إذا كان قد انقضى على المخالفة السابقة مائة وثمانون يومًا من تاريخ إبلاغ العامل بتوقيع الجزاء عليه عن تلك المخالفة.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة التاسعة والستون :,لا يجوز اتهام العامل بمخالفة مضى على كشفها أكثر من ثلاثين يومًا، ولا يجوز توقيع جزاء تأديبي بعد تاريخ انتهاء التحقيق في المخالفة وثبوتها في حق العامل بأكثر من ثلاثين يومًا.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة السبعون :,لا يجوز توقيع   جزاء تأديبي    على العامل لأمر ارتكبه خارج مكان العمل ما لم يكن متصلًا بالعمل أو بصاحبه أو مديره المسؤول، كما لا يجوز أن يوقع على العامل عن المخالفة الواحدة غرامة تزيد قيمتها على أجرة خمسة أيام، ولا توقيع أكثر من جزاء واحد على المخالفة الواحدة، ولا أن تُقتطع من أجره وفاءً للغرامات التي توقع عليه أكثر من أجر خمسة أيام في الشهر الواحد، ولا أن تزيد مدة إيقافه عن العمل دون أجر على خمسة أيام في الشهر.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الحادية والسبعون :,لا يجوز توقيع   جزاء تأديبي    على العامل إلا بعد إبلاغه كتابة بما نسب إليه واستجوابه وتحقيق دفاعه وإثبات ذلك في محضر يودع في ملفه الخاص، ويجوز أن يكون الاستجواب شفاهة في المخالفات البسيطة التي لا يتعدى الجزاء المفروض على مرتكبها   الإنذار    أو   الغرامة    باقتطاع ما لا يزيد على أجر يوم واحد، على أن يثبت ذلك في المحضر.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثانية والسبعون:,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي: "" يجب أن يبلغ العامل بقرار توقيع الجزاء عليه كتابة، فإذا امتنع عن الاستلام أو كان غائباً فيرسل البلاغ بكتاب مسجل على عنوانه المبين في ملفه، وله التظلم كتابة للجهة المختصة لدى صاحب العمل خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ إبلاغه بالقرار، فإن رُفض تظلمه أو لم يُبت فيه كتابة خلال (خمسة عشر) يوماً من تقديمه كان له حق الاعتراض أمام المحاكم العمالية على القرار الخاص بتوقيع الجزاء عليه خلال (ثلاثين) يوماً -عدا أيام العطل الرسمية- من تاريخ رفض تظلمه أو انتهاء المدة المحددة للبت في التظلم أيهما أقرب"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثالثة والسبعون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: ""يجب على صاحب العمل أن يكتب الغرامات التي يوقعها على العامل في سجل خاص، مع بيان اسم العامل ومقدار أجره ومقدار الغرامة وسبب توقيعها وتاريخ ذلك. ولا يجوز التصرف في الغرامات إلا فيما يعود بالنفع على عمال المنشأة، على أن يكون التصرف بهذه الغرامات من قبل اللجنة العمالية في المنشأة، وفي حالة عدم وجود لجنة يكون التصرف في الغرامات بموافقة الوزارة"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الرابعة والسبعون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: "" ينتهي عقد العمل في أي من الأحوال الآتية : 1 - إذا اتفق الطرفان على إنهائه، بشرط أن تكون موافقة العامل كتابية. 2 - إذا انتهت المدة المحددة في العقد، ما لم يكن العقد قد تجدد صراحة وفق أحكام هذا النظام؛ فيستمر إلى أجله. 3 - بناءً على إرادة أحد الطرفين في العقود غير المحددة المدة، وفقاً لما ورد في المادة (الخامسة والسبعين) من هذا النظام. 4 - بلوغ العامل سن التقاعد - وهي ستون سنة للعمال وخمس وخمسون سنة للعاملات - ما لم يتفق الطرفان على الاستمرار في العمل بعد هذه السن، ويجوز تخفيض سن التقاعد في حالات التقاعد المبكر الذي ينص عليه في لائحة تنظيم العمل. وإذا كان عقد العمل محدد المدة، وكانت مدته تمتد إلى ما بعد بلوغ سن التقاعد؛ ففي هذه الحالة ينتهي العقد بانتهاء مدته. 5 - القوة القاهرة. 6 - إغلاق المنشأة نهائياً. 7 - إنهاء النشاط الذي يعمل فيه العامل، ما لم يُتفق على غير ذلك. 8 - أي حالة أخرى ينص عليها نظام آخر"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الخامسة والسبعون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: ""إذا كان العقد غير محدد المدة، جاز لأي من طرفيه إنهاؤه بناءً على سبب مشروع يجب بيانه بموجب إشعار يوجه إلى الطرف الآخر كتابةً قبل الإنهاء بمدة تحدد في العقد، على ألا تقل عن ستين يوماً إذا كان أجر العامل يدفع شهريًّا، ولا تقل عن ثلاثين يوماً بالنسبة إلى غيره"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة السادسة والسبعون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: ""إذا لم يراع الطرف الذي أنهى العقد غير المحدد المدة المهلة المحدد للإشعار وفقاً للمادة (الخامسة والسبعين) من هذا النظام، فإنه يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة السابعة والسبعون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: ""ما لم يتضمن العقد تعويضاً محدداً مقابل إنهائه من أحد الطرفين لسبب غير مشروع، يستحق الطرف المتضرر من إنهاء العقد تعويضاً على النحو الآتي : 1 - أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، إذا كان العقد غير محدد المدة. 2 - أجر المدة الباقية من العقد إذا كان العقد محدد المدة. 3 - يجب ألا يقل التعويض المشار إليه في الفقرتين (1) و(2) من هذه المادة عن أجر العامل لمدة شهرين"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثامنة والسبعون :,"تم إلغاء نص هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ وإحلال النص الآتي محله: ""إذا كان الإشعار من جانب صاحب العمل، فيحق  للعامل أن يتغيب خلال مهلة الإشعار يوماً كاملاً في الأسبوع أو ثماني ساعات أثناء الأسبوع، وذلك للبحث عن عمل آخر مع استحقاقه لأجر هذا اليوم أو ساعات الغياب. ويكون للعامل تحديد يوم الغياب وساعاته بشرط أن يُشعر صاحب العمل بذلك في اليوم السابق للغياب على الأقل. ولصاحب العمل أن يعفي العامل من العمل أثناء مهلة الإشعار مع احتساب مدة خدمته مستمرة إلى حين انتهاء تلك المهلة، والتزام صاحب العمل بما يترتب على ذلك من آثار وبخاصة استحقاق العامل أجره عن مهلة الإشعار"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة التاسعة والسبعون :,لا ينقضي   عقد العمل    بوفاة   صاحب العمل، ما لم تكن شخصيته قد روعيت في إبرام العقد، ولكنه ينتهي بوفاة العامل أو بعجزه عن أداء عمله، وذلك بموجب شهادة طبية معتمدة من الجهات الصحية المخولة، أو من الطبيب المخول الذي يعينه   صاحب العمل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثمانون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: ""لا يجوز لصاحب العمل فسخ العقد دون مكافأة العامل، أو إشعاره، أو تعويضه؛ إلا في الحالات الآتية، وبشرط أن يتيح له الفرصة لكي يبدي أسباب معارضته للفسخ : 1 - إذا وقع من العامل اعتداء على صاحب العمل أو المدير المسؤول أو أحد رؤسائه أو مرؤوسيه أثناء العمل أو بسببه. 2 - إذا لم يؤدِّ العامل التزاماته الجوهرية المترتبة على عقد العمل أو لم يطع الأوامر المشروعة أو لم يراعِ عمداً التعليمات – التي أعلن عنها صاحب العمل في مكان ظاهر – الخاصة بسلامة العمل والعمال رغم إنذاره كتابة. 3 - إذا ثبت اتباع العامل سلوكاً سيئاً، أو ارتكابه عملاً مخلاً بالشرف أو الأمانة. 4 - إذا وقع من العامل - عمداً - أيُّ فعلٍ أو تقصيرٍ يقصد به إلحاق خسارة مادية بصاحب العمل، بشرط أن يبلغ صاحب العمل الجهات المختصة بالحادث خلال أربع وعشرين ساعة من وقت علمه بوقوعه. 5 - إذا ثبت أن العامل لجأ إلى التزوير ليحصل على العمل. 6 - إذا كان العامل مُعيَّناً تحت الاختبار. 7 - إذا تغيب العامل دون سبب مشروع أكثر من ثلاثين يوماً خلال السنة العقدية الواحدة أو أكثر من خمسة عشر يوماً متتالية، على أن يسبق الفصل إنذار كتابي من صاحب العمل للعامل بعد غيابه عشرين يوماً في الحالة الأولى وانقطاعه عشرة أيام في الحالة الثانية. 8 - إذا ثبت أن العامل استغل مركزه الوظيفي بطريقة غير مشروعة للحصول على نتائج ومكاسب شخصية. 9 - إذا ثبت أن العامل أفشى الأسرار الصناعية أو التجارية الخاصة بالعمل الذي يعمل فيه"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الحادية والثمانون :,يحق للعامل أن يترك العمل دون إشعار مع احتفاظه بحقوقه النظامية كلها، وذلك في أي من الحالات الآتية: 1 - إذا لم يقم   صاحب العمل    بالوفاء بالتزاماته العقدية أو النظامية الجوهرية إزاء العامل. 2 - إذا ثبت أن   صاحب العمل    أو من يمثله قد أدخل عليه الغش وقت التعاقد فيما يتعلق بشروط العمل وظروفه. 3 - إذا كلفه   صاحب العمل    دون رضاه بعمل يختلف جوهريًّا عن العمل المتفق عليه، وخلافًا لما تقرره المادة الستون من هذا النظام. 4 - إذا وقع من   صاحب العمل    أو من أحد أفراد أسرته أو من المدير المسؤول اعتداء يتسم بالعنف، أو سلوك مخل بالآداب نحو العامل أو أحد أفراد أسرته. 5 - إذا اتسمت معاملة   صاحب العمل    أو المدير المسؤول بمظاهر من القسوة والجور أو الإهانة. 6 - إذا كان في مقر العمل خطر جسيم يهدد سلامة العامل أو صحته، بشرط أن يكون   صاحب العمل    قد علم بوجوده، ولم يتخذ من الإجراءات ما يدل على إزالته. 7 - إذا كان   صاحب العمل    أو من يمثله قد دفع العامل بتصرفاته وعلى الأخص بمعاملته الجائرة أو بمخالفته شروط العقد إلى أن يكون العامل في الظاهر هو الذي أنهى العقد.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثانية والثمانون :,لا يجوز  لصاحب العمل    إنهاء خدمة العامل بسبب المرض، قبل استنفاذه المدد المحددة للإجازة المنصوص عليها في هذا النظام، وللعامل الحق في أن يطلب وصل إجازته السنوية بالمرضية.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثالثة والثمانون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: ""1 - إذا كان العمل المنوط بالعامل يسمح له بمعرفة عملاء صاحب العمل، جاز لصاحب العمل – حمايةً لمصالحه المشروعة – أن يشترط على العامل ألا يقوم بعد انتهاء العقد بمنافسته، ويجب لصحة هذا الشرط أن يكون مُحرراً ومُحدداً، من حيث الزمان والمكان ونوع العمل، ويجب ألا تزيد مدته على سنتين من تاريخ انتهاء العلاقة بين الطرفين. 2 - إذا كان العمل المنوط بالعامل يسمح له بالاطلاع على أسرار عمله، جاز لصاحب العمل – حمايةً لمصالحه المشروعة – أن يشترط على العامل ألا يقوم بعد انتهاء العقد بإفشاء أسراره، ويجب لصحة هذا الشرط أن يكون محرراً ومحدداً، من حيث الزمان والمكان ونوع العمل. 3 - استثناء من أحكام هذا النظام، لصاحب العمل رفع دعوى خلال سنة من تاريخ اكتشاف مخالفة العامل لأيٍّ من التزاماته الواردة في هذه المادة"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الرابعة والثمانون :,إذا انتهت علاقة العمل وجب على   صاحب العمل    أن يدفع إلى العامل مكافأة عن مدة خدمته تحسب على أساس أجر نصف شهر عن كل سنة من السنوات الخمس الأولى، وأجر شهر عن كل سنة من السنوات التالية، ويتخذ   الأجر    الأخير أساسًا لحساب المكافأة، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الخامسة والثمانون :,إذا كان انتهاء علاقة العمل بسبب استقالة العامل يستحق في هذه الحالة ثلث المكافأة بعد خدمة لا تقل مدتها عن سنتين متتاليتين، ولا تزيد على خمس سنوات، ويستحق ثلثيها إذا زادت مدة خدمته على خمس سنوات متتالية ولم تبلغ عشر سنوات، ويستحق المكافأة كاملة إذا بلغت مدة خدمته عشر سنوات فأكثر.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة السادسة والثمانون :,استثناء من حكم المادة (الثامنة) من هذا النظام، يجوز الاتفاق على ألا تحسب في   الأجر    الذي تسوى على أساسه   مكافأة نهاية الخدمة    جميع مبالغ العمولات أو بعضها والنسب المئوية عن ثمن المبيعات وما أشبه ذلك من عناصر   الأجر    الذي يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة السابعة والثمانون :,استثناءً مما ورد في المادة الخامسة والثمانين من هذا النظام تستحق المكافأة كاملة في حالة ترك العامل العمل نتيجة لقوة قاهرة خارجة عن إرادته، كما تستحقها العاملة إذا أنهت العقد خلال ستة أشهر من تاريخ عقد زواجها أو ثلاثة أشهر من تاريخ وضعها.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب الخامس: علاقات العمل,الفصل الأول : التعريفات,المادة الثامنة والثمانون :,إذا انتهت خدمة العامل وجب على   صاحب العمل    دفع أجره وتصفية حقوقه خلال أسبوع- على الأكثر- من تاريخ انتهاء العلاقة العقدية، أما إذا كان العامل هو الذي أنهى العقد وجب على   صاحب العمل    تصفية حقوقه كاملة خلال مدة لا تزيد على أسبوعين.  ولصاحب العمل  أن يحسم أي دين مستحق له بسبب العمل من المبالغ المستحقة للعامل.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب السادس: شروط العمل وظروفه,الفصل الأول : التعريفات,المادة التاسعة والثمانون :,لمجلس الوزراء عند الاقتضاء- وبناء على اقتراح الوزير- وضع حد أدنى للأجور.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب السادس: شروط العمل وظروفه,الفصل الأول : التعريفات,المادة التسعون :,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي: "" 1 - يجب دفع أجر العامل وكل مبلغ مستحق له بالعملة الرسمية للبلاد طبقاً للأحكام الآتية : أ - العمال باليومية : تصرف أجورهم مرة كل أسبوع على الأقل. ب - العمال ذوو الأجور الشهرية : تصرف أجورهم مرة في الشهر. ج - إذا كان العمل يؤدى بالقطعة، ويحتاج لمدة تزيد على أسبوعين، فيجب أن يحصل العامل على دفعة كل أسبوع تتناسب مع ما أتمه من العمل، ويصرف باقي الأجر كاملاً خلال الأسبوع التالي لتسليم العمل. د - في غير ما ذكر، تؤدى إلى العمال أجورهم مرة كل أسبوع على الأقل. 2 - تلزم المنشآت بدفع الأجور في حسابات العمال عن طريق البنوك المعتمدة في المملكة، بشرط ألا يتجاوز موعد استحقاقها المواعيد المحددة أعلاه، ويجوز للوزير استثناء بعض المنشآت من ذلك"".",معدلة,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب السادس: شروط العمل وظروفه,الفصل الأول : التعريفات,المادة الحادية والتسعون :,1- إذا تسبب عامل في فقد أو إتلاف أو تدمير آلات أو منتجات يملكها   صاحب العمل    أو هي في عهدته وكان ذلك ناشئًا عن خطأ العامل أو مخالفته تعليمات   صاحب العمل    ولم يكن نتيجة لخطأ الغير أو ناشئًا عن قوة قاهرة، فلصاحب العمل أن يقتطع من أجر العامل المبلغ اللازم للإصلاح أو لإعادة الوضع إلى ما كان عليه على ألا يزيد ما يقتطع لهذا الغرض على أجر خمسة أيام في كل شهر،  ولصاحب العمل  الحق في التظلم عند الاقتضاء، وذلك بطلب ما هو أكثر من ذلك إذا كان للعامل مال آخر يمكن الاستيفاء منه، وللعامل أن يتظلم مما نسب إليه أو من تقدير   صاحب العمل    للتعويض أمام   هيئة تسوية الخلافات العمالية،   فإذا حكمت بعدم أحقية   صاحب العمل    في الرجوع على العامل بما اقتطعه منه أو حكمت بأقل منه وجب على   صاحب العمل    أن يرد إلى العامل ما اقتطع منه دون وجه حق خلال سبعة أيام من تاريخ صدور الحكم. 2 - يكون تظلم أي من الطرفين خلال خمسة عشر يوم عمل، وإلا سقط الحق فيه، ويبدأ موعد التظلم بالنسبة إلى   صاحب العمل    من تاريخ اكتشاف الواقعة، وبالنسبة إلى العامل من تاريخ إبلاغ   صاحب العمل    له بذلك.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب السادس: شروط العمل وظروفه,الفصل الأول : التعريفات,المادة الثانية والتسعون :,لا يجوز حسم أي مبلغ من أجور العامل لقاء حقوق خاصة دون موافقة خطية منه، إلا في الحالات الآتية: 1 - استرداد قروض   صاحب العمل، بشرط ألا يزيد ما يحسم من العامل في هذه الحالة على 10% من أجره. 2 - اشتراكات   التأمينات الاجتماعية ، وأي اشتراكات أخرى مستحقة على العامل ومقررة نظامًا. 3 - اشتراكات العامل في   صندوق الادخار والقروض    المستحقة للصندوق. 4 - أقساط أي مشروع يقوم به   صاحب العمل    لبناء المساكن بقصد تمليكها للعمال أو أي مزية أخرى. 5 - الغرامات التي توقع على العامل بسبب المخالفات التي يرتكبها، وكذلك المبلغ الذي يقتطع منه مقابل ما أتلفه. 6 - استيفاء دين إنفاذًا لأي حكم قضائي، على ألَّا يزيد ما يحسم شهريًّا لقاء ذلك على ربع   الأجر    المستحق للعامل ما لم يتضمن الحكم خلاف ذلك. ويستوفى دين النفقة أولًا، ثم دين المأكل والملبس والمسكن قبل الديون الأخرى.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
الباب السادس: شروط العمل وظروفه,الفصل الأول : التعريفات,المادة الثالثة والتسعون :,لا يجوز- في جميع الأحوال- أن تزيد نسبة المبالغ المحسومة على نصف أجر العامل المستحق، ما لم يثبت لدى   هيئة تسوية الخلافات العمالية    إمكان الزيادة في الحسم على تلك النسبة، أو يثبت لديها حاجة العامل إلى أكثر من نصف أجره، وفي هذه الحالة الأخيرة لا يعطى العامل أكثر من ثلاثة أرباع أجره، مهما كان الأمر.,عادية,https://laws.boe.gov.sa/BoeLaws/Laws/LawDetails/08381293-6388-48e2-8ad2-a9a700f2aa94/1
