المادة القانونية (م),السؤال,الإجابة,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens
الثلاثون,ما هو الشرط الأساسي لممارسة العامل غير السعودي أي عمل في المملكة؟,يجب أن يحصل على رخصة عمل من الوزارة وفق النموذج الذي تعده لهذا الغرض. (المادة الثلاثون),المادة الثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي ""1- لا يجوز لأي شخص طبيعي أو اعتباري أن يمارس نشاط توظيف السعوديين أو نشاط استقدام العمال أو نشاط الإسناد ما لم يكن مرخصاً له بذلك من الوزارة. وتحدد اللائحة ضوابط ممارسة كل من هذه الأنشطة، وشروط منح الترخيص لكل منها وتجديده، والتزامات المرخص له، وقواعد عدم تجديد الترخيص أو إلغائه، والآثار المترتبة على ذلك، وغير ذلك مما يكون ضروريًّا من الشروط والضوابط لضمان حسن سير العمل بها. 2- تقترح الوزارة قيمة رسوم ممارسة الأنشطة المشار إليها في الفقرة (1) من هذه المادة، وأوجه صرفها، تمهيداً لاستكمال الإجراءات النظامية في هذا الشأن"".",0.045871559633027525,0.3125,0.05102040816326531,16,123
الثلاثون,ما هي الشروط الثلاثة لمنح رخصة العمل للعامل غير السعودي؟,يجب أن يكون قد دخل البلاد بطريقة مشروعة ومصرحًا له بالعمل، وأن يكون من ذوي الكفايات المهنية أو المؤهلات الدراسية التي تحتاج إليها البلاد، وأن يكون متعاقدًا مع صاحب عمل وتحت مسؤوليته. (المادة الثلاثون),المادة الثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي ""1- لا يجوز لأي شخص طبيعي أو اعتباري أن يمارس نشاط توظيف السعوديين أو نشاط استقدام العمال أو نشاط الإسناد ما لم يكن مرخصاً له بذلك من الوزارة. وتحدد اللائحة ضوابط ممارسة كل من هذه الأنشطة، وشروط منح الترخيص لكل منها وتجديده، والتزامات المرخص له، وقواعد عدم تجديد الترخيص أو إلغائه، والآثار المترتبة على ذلك، وغير ذلك مما يكون ضروريًّا من الشروط والضوابط لضمان حسن سير العمل بها. 2- تقترح الوزارة قيمة رسوم ممارسة الأنشطة المشار إليها في الفقرة (1) من هذه المادة، وأوجه صرفها، تمهيداً لاستكمال الإجراءات النظامية في هذا الشأن"".",0.05785123966942149,0.23333333333333334,0.07142857142857142,34,123
الثلاثون,"ما الذي يشمله مصطلح ""العمل"" في سياق هذه المادة؟",يشمل كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية. (المادة الثلاثون),المادة الثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي ""1- لا يجوز لأي شخص طبيعي أو اعتباري أن يمارس نشاط توظيف السعوديين أو نشاط استقدام العمال أو نشاط الإسناد ما لم يكن مرخصاً له بذلك من الوزارة. وتحدد اللائحة ضوابط ممارسة كل من هذه الأنشطة، وشروط منح الترخيص لكل منها وتجديده، والتزامات المرخص له، وقواعد عدم تجديد الترخيص أو إلغائه، والآثار المترتبة على ذلك، وغير ذلك مما يكون ضروريًّا من الشروط والضوابط لضمان حسن سير العمل بها. 2- تقترح الوزارة قيمة رسوم ممارسة الأنشطة المشار إليها في الفقرة (1) من هذه المادة، وأوجه صرفها، تمهيداً لاستكمال الإجراءات النظامية في هذا الشأن"".",0.04504504504504504,0.2777777777777778,0.05102040816326531,21,123
الحادية والثلاثون,هل تعتبر رخصة العمل كافية لممارسة العمل في حال تطلب جهة أخرى ترخيصاً للمهنة؟,لا، لا يُغني عن رخصة العمل أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة. (المادة الحادية والثلاثون),المادة الحادية والثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة وذلك بإضافة عبارة ""أو الشركات"" بعد كلمة ""المكاتب""",0.08163265306122448,0.21052631578947367,0.11764705882352941,22,36
الحادية والثلاثون,ما هو الشرط المزدوج لبعض المهن التي تتطلب تصاريح خاصة؟,يجب الحصول على رخصة العمل من الوزارة بالإضافة إلى الحصول على التصريح أو الترخيص المطلوب من الجهة الأخرى. (المادة الحادية والثلاثون),المادة الحادية والثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة وذلك بإضافة عبارة ""أو الشركات"" بعد كلمة ""المكاتب""",0.10638297872340426,0.2777777777777778,0.14705882352941177,21,36
الحادية والثلاثون,ما هي أهمية رخصة العمل في سياق هذا النص؟,تظل رخصة العمل إلزامية حتى لو كانت المهنة تتطلب تصريحاً إضافياً من جهة أخرى. (المادة الحادية والثلاثون),المادة الحادية والثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة وذلك بإضافة عبارة ""أو الشركات"" بعد كلمة ""المكاتب""",0.0625,0.17647058823529413,0.08823529411764706,17,36
الثانية والثلاثون,متى يحق للوزارة الامتناع عن تجديد رخصة العمل لصاحب العمل؟,يحق للوزارة الامتناع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة. (المادة الثانية والثلاثون),المادة الثانية والثلاثون ,لا يجوز الاستقدام بقصد العمل إلا بعد موافقة الوزارة .,0.07407407407407407,0.1,0.2222222222222222,21,9
الثانية والثلاثون,ما هي العلاقة بين تجديد رخصة العمل والتوطين؟,يُعد الالتزام بمعايير التوطين التي تضعها الوزارة شرطاً لتجديد رخصة العمل، ويؤدي مخالفة المعايير إلى الامتناع عن التجديد. (المادة الثانية والثلاثون),المادة الثانية والثلاثون ,لا يجوز الاستقدام بقصد العمل إلا بعد موافقة الوزارة .,0.07142857142857142,0.09523809523809523,0.2222222222222222,21,9
الثانية والثلاثون,من هي الجهة التي تضع معايير توطين الوظائف؟,الوزارة هي التي تضع المعايير الخاصة بتوطين الوظائف. (المادة الثانية والثلاثون),المادة الثانية والثلاثون ,لا يجوز الاستقدام بقصد العمل إلا بعد موافقة الوزارة .,0.05263157894736842,0.09090909090909091,0.1111111111111111,11,9
الثالثة والثلاثون,ما هو واجب الوزير بخصوص المهن التي يُحظر على غير السعودي الاشتغال بها؟,على الوزير أن يحدد بقرار منه المهن والأعمال التي يُحظر على غير السعودي الاشتغال بها. (المادة الثالثة والثلاثون),المادة الثالثة والثلاثون ,لا يجوز لغير السعودي أن يمارس عملًا، ولا يجوز أن يسمح له بمزاولته، إلا بعد الحصول على رخصة عمل من الوزارة وفق النموذج الذي تعده لهذا الغرض. ويشترط لمنح الرخصة ما يأتي 1 - أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحًا له بالعمل. 2 - أن يكون من ذوي الكفايات المهنية أو المؤهلات الدراسية التي تحتاج إليها البلاد، ولا يوجد من أبناء البلاد من يحملها أو كان العدد الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 3 - أن يكون متعاقدًا مع صاحب عمل وتحت مسؤوليته. ويقصد بكلمة (العمل) في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية.,0.05102040816326531,0.29411764705882354,0.05813953488372093,18,116
الثالثة والثلاثون,ما هو الشكل النظامي الذي يتم به تحديد المهن المحظورة؟,يتم تحديدها بقرار من الوزير. (المادة الثالثة والثلاثون),المادة الثالثة والثلاثون ,لا يجوز لغير السعودي أن يمارس عملًا، ولا يجوز أن يسمح له بمزاولته، إلا بعد الحصول على رخصة عمل من الوزارة وفق النموذج الذي تعده لهذا الغرض. ويشترط لمنح الرخصة ما يأتي 1 - أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحًا له بالعمل. 2 - أن يكون من ذوي الكفايات المهنية أو المؤهلات الدراسية التي تحتاج إليها البلاد، ولا يوجد من أبناء البلاد من يحملها أو كان العدد الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 3 - أن يكون متعاقدًا مع صاحب عمل وتحت مسؤوليته. ويقصد بكلمة (العمل) في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية.,0.021739130434782608,0.25,0.023255813953488372,8,116
الثالثة والثلاثون,ما هو الهدف من تحديد مهن محظورة على غير السعودي؟,الهدف هو إتاحة فرص عمل معينة للمواطنين السعوديين وفقاً لأهداف التوطين. (المادة الثالثة والثلاثون),المادة الثالثة والثلاثون ,لا يجوز لغير السعودي أن يمارس عملًا، ولا يجوز أن يسمح له بمزاولته، إلا بعد الحصول على رخصة عمل من الوزارة وفق النموذج الذي تعده لهذا الغرض. ويشترط لمنح الرخصة ما يأتي 1 - أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحًا له بالعمل. 2 - أن يكون من ذوي الكفايات المهنية أو المؤهلات الدراسية التي تحتاج إليها البلاد، ولا يوجد من أبناء البلاد من يحملها أو كان العدد الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 3 - أن يكون متعاقدًا مع صاحب عمل وتحت مسؤوليته. ويقصد بكلمة (العمل) في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية.,0.02040816326530612,0.14285714285714285,0.023255813953488372,14,116
الرابعة والثلاثون,ما هي الشروط الشكلية التي يجب أن تتوافر في عقد عمل غير السعودي؟,يجب أن يكون عقد عمل غير السعودي مكتوباً ومحدد المدة. (المادة الرابعة والثلاثون),المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,0.03333333333333333,0.07692307692307693,0.05555555555555555,13,20
الرابعة والثلاثون,ما هي المدة المعتبرة لعقد العامل غير السعودي إذا خلا العقد من بيان مدته؟,تُعد مدته (سنة) من تاريخ مباشرة العامل الفعلية. (المادة الرابعة والثلاثون),المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,0.03571428571428571,0.09090909090909091,0.05555555555555555,11,20
الرابعة والثلاثون,ما هو حكم استمرار العمل بعد انتهاء المدة المحددة في عقد غير السعودي؟,إذا استمر العمل بعد انتهاء هذه المدة، عُدَّ متجدداً لمدة مماثلة. (المادة الرابعة والثلاثون),المادة الرابعة والثلاثون ,لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوبًا من جهة أخرى لممارسة العمل أو المهنة.,0.03225806451612903,0.07142857142857142,0.05555555555555555,14,20
الخامسة والثلاثون,هل يجوز لصاحب العمل توظيف العامل غير السعودي في مهنة مختلفة عن المدونة في رخصة عمله؟,لا يجوز لصاحب العمل توظيف العامل في مهنة غير المهنة المدونة في رخصة عمله. (المادة الخامسة والثلاثون),المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",0.061224489795918366,0.1875,0.08333333333333333,17,37
الخامسة والثلاثون,متى يُحظر على العامل الاشتغال في مهنة غير مهنته المدونة؟,يُحظر عليه الاشتغال في غير مهنته قبل اتخاذ الإجراءات النظامية لتغيير المهنة. (المادة الخامسة والثلاثون),المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",0.02,0.06666666666666667,0.027777777777777776,15,37
الخامسة والثلاثون,ما هو الإجراء النظامي المطلوب لمزاولة مهنة مختلفة عن المدونة في رخصة العمل؟,يجب اتخاذ الإجراءات النظامية لتغيير المهنة. (المادة الخامسة والثلاثون),المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",0.022727272727272728,0.1111111111111111,0.027777777777777776,9,37
التاسعة والثلاثون,ما هي التصرفات المحظورة على صاحب العمل تجاه عامله في سياق العمل لدى الغير؟,لا يجوز لصاحب العمل - بغير اتباع القواعد والإجراءات النظامية المقررة - أن يترك عامله يعمل لدى الغير، كما لا يجوز لصاحب العمل توظيف عامل غيره. (المادة التاسعة والثلاثون),المادة التاسعة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م / 24 ) وتاريخ 12 / 5 / 1434 هـ ، لتصبح بالنص الآتى ""المادة التاسعة والثلاثون 1 ) لا يجوز - بغير اتباع القواعد والاجراءات النظامية المقررة – أن يترك صاحب العمل عامله يعمل لدى الغير، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر، كما لا يجوز لصاحب العمل توظيف عامل غيره، وتتولى وزارة العمل التفتيش على المنشآت، والتحقيق في المخالفات التي يتم ضبطها من قبل مفتشيها، ومن ثم إحالتها إلى وزارة الداخلية لتطبيق العقوبات المقررة بشأنها. 2 ) لا يجوز لصاحب العمل أن يترك عامله يعمل لحسابه الخاص، كما لا يجوز للعامل أن يعمل لحسابه الخاص، وتتولى وزارة الداخلية ضبط وإيقاف وترحيل وإيقاع العقوبات على المخالفين من العاملين لحسابهم الخاص (العمالة السائبة) في الشوارع والميادين والمتغيبين عن العمل (الهاربين) وكذلك أصحاب العمل والمشغلين لهؤلاء والمتسترين عليهم والناقلين لهم وكل من له دور في المخالفة وتطبيق العقوبات المقررة بحقهم "".",0.22,0.9565217391304348,0.2222222222222222,27,141
التاسعة والثلاثون,ما هي الجهة التي تتولى التحقيق في مخالفات ترك العامل يعمل لدى الغير؟,تتولى وزارة العمل التفتيش على المنشآت، والتحقيق في المخالفات التي يتم ضبطها من قبل مفتشيها، ومن ثم إحالتها إلى وزارة الداخلية لتطبيق العقوبات. (المادة التاسعة والثلاثون),المادة التاسعة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م / 24 ) وتاريخ 12 / 5 / 1434 هـ ، لتصبح بالنص الآتى ""المادة التاسعة والثلاثون 1 ) لا يجوز - بغير اتباع القواعد والاجراءات النظامية المقررة – أن يترك صاحب العمل عامله يعمل لدى الغير، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر، كما لا يجوز لصاحب العمل توظيف عامل غيره، وتتولى وزارة العمل التفتيش على المنشآت، والتحقيق في المخالفات التي يتم ضبطها من قبل مفتشيها، ومن ثم إحالتها إلى وزارة الداخلية لتطبيق العقوبات المقررة بشأنها. 2 ) لا يجوز لصاحب العمل أن يترك عامله يعمل لحسابه الخاص، كما لا يجوز للعامل أن يعمل لحسابه الخاص، وتتولى وزارة الداخلية ضبط وإيقاف وترحيل وإيقاع العقوبات على المخالفين من العاملين لحسابهم الخاص (العمالة السائبة) في الشوارع والميادين والمتغيبين عن العمل (الهاربين) وكذلك أصحاب العمل والمشغلين لهؤلاء والمتسترين عليهم والناقلين لهم وكل من له دور في المخالفة وتطبيق العقوبات المقررة بحقهم "".",0.24,0.96,0.24242424242424243,26,141
التاسعة والثلاثون,ما هي الجهات المسؤولة عن ضبط وملاحقة العمالة السائبة (التي تعمل لحسابها الخاص)؟,تتولى وزارة الداخلية ضبط وإيقاف وترحيل وإيقاع العقوبات على المخالفين من العاملين لحسابهم الخاص وكذلك أصحاب العمل والمشغلين والمتسترين والناقلين لهم. (المادة التاسعة والثلاثون),المادة التاسعة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م / 24 ) وتاريخ 12 / 5 / 1434 هـ ، لتصبح بالنص الآتى ""المادة التاسعة والثلاثون 1 ) لا يجوز - بغير اتباع القواعد والاجراءات النظامية المقررة – أن يترك صاحب العمل عامله يعمل لدى الغير، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر، كما لا يجوز لصاحب العمل توظيف عامل غيره، وتتولى وزارة العمل التفتيش على المنشآت، والتحقيق في المخالفات التي يتم ضبطها من قبل مفتشيها، ومن ثم إحالتها إلى وزارة الداخلية لتطبيق العقوبات المقررة بشأنها. 2 ) لا يجوز لصاحب العمل أن يترك عامله يعمل لحسابه الخاص، كما لا يجوز للعامل أن يعمل لحسابه الخاص، وتتولى وزارة الداخلية ضبط وإيقاف وترحيل وإيقاع العقوبات على المخالفين من العاملين لحسابهم الخاص (العمالة السائبة) في الشوارع والميادين والمتغيبين عن العمل (الهاربين) وكذلك أصحاب العمل والمشغلين لهؤلاء والمتسترين عليهم والناقلين لهم وكل من له دور في المخالفة وتطبيق العقوبات المقررة بحقهم "".",0.23,0.9583333333333334,0.23232323232323232,24,141
الأربعون,ما هي الرسوم والمصاريف التي يتحملها صاحب العمل فيما يخص العامل غير السعودي؟,يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وما يترتب على تأخير ذلك من غرامات يتسبب بها صاحب العمل، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين. (المادة الأربعون),المادة الأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت الفقرة (1) من هذه المادة لتكون بالنص الآتي "" يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وما يترتب على تأخير ذلك من غرامات يتسبب بها صاحب العمل، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين "".",0.5555555555555556,0.9722222222222222,0.5645161290322581,41,73
الأربعون,هل يتحمل صاحب العمل الغرامات الناتجة عن تأخير تجديد الإقامة ورخصة العمل؟,نعم، يتحمل صاحب العمل الغرامات التي تترتب على تأخير التجديد ويتسبب بها صاحب العمل. (المادة الأربعون),المادة الأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت الفقرة (1) من هذه المادة لتكون بالنص الآتي "" يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وما يترتب على تأخير ذلك من غرامات يتسبب بها صاحب العمل، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين "".",0.10144927536231885,0.5,0.11290322580645161,16,73
الأربعون,متى يتحمل صاحب العمل تذكرة عودة العامل إلى موطنه؟,يتحملها بعد انتهاء العلاقة بين الطرفين. (المادة الأربعون),المادة الأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت الفقرة (1) من هذه المادة لتكون بالنص الآتي "" يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وما يترتب على تأخير ذلك من غرامات يتسبب بها صاحب العمل، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين "".",0.09375,0.75,0.0967741935483871,8,73
الحادية والأربعون,ما هي الشروط التي تحددها اللائحة التنفيذية بخصوص العامل غير السعودي؟,تحدد اللائحة شروط الاستقدام، ونقل الخدمات، وتغيير المهنة، وضوابط ذلك وإجراءاته. (المادة الحادية والأربعون),المادة الحادية والأربعون ,تحدد اللائحة شروط الاستقدام، ونقل الخدمات، وتغيير المهنة، وضوابط ذلك وإجراءاته.,0.7857142857142857,0.7857142857142857,1.0,14,11
الحادية والأربعون,ما هي المجالات الثلاثة الرئيسية التي تنظمها اللائحة التنفيذية في سياق العمالة غير السعودية؟,تنظم اللائحة شروط وإجراءات الاستقدام، ونقل الخدمات، وتغيير المهنة. (المادة الحادية والأربعون),المادة الحادية والأربعون ,تحدد اللائحة شروط الاستقدام، ونقل الخدمات، وتغيير المهنة، وضوابط ذلك وإجراءاته.,0.4375,0.5833333333333334,0.6363636363636364,12,11
الحادية والأربعون,ما هو دور اللائحة التنفيذية في ضبط إجراءات نقل الخدمات؟,تحدد اللائحة شروط نقل الخدمات، وضوابط ذلك وإجراءاته. (المادة الحادية والأربعون),المادة الحادية والأربعون ,تحدد اللائحة شروط الاستقدام، ونقل الخدمات، وتغيير المهنة، وضوابط ذلك وإجراءاته.,0.4666666666666667,0.6363636363636364,0.6363636363636364,11,11
الثانية والأربعون,ما هو الإجراء الواجب على كل صاحب عمل اتخاذه بخصوص تدريب وتأهيل العمال السعوديين؟,عليه وضع سياسة لتدريب عماله السعوديين وتأهيلهم، من أجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. (المادة الثانية والأربعون),المادة الثانية والأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" على كل صاحب عمل وضع سياسة لتدريب عماله السعوديين وتأهيلهم، من أجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. وتحدد اللائحة الأحكام المتصلة بذلك "".",0.3275862068965517,0.8636363636363636,0.34545454545454546,22,58
الثانية والأربعون,ما هو الهدف من وضع سياسة لتدريب وتأهيل العمال السعوديين؟,الهدف هو رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. (المادة الثانية والأربعون),المادة الثانية والأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" على كل صاحب عمل وضع سياسة لتدريب عماله السعوديين وتأهيلهم، من أجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. وتحدد اللائحة الأحكام المتصلة بذلك "".",0.1864406779661017,0.7333333333333333,0.2,15,58
الثانية والأربعون,ما هي الجهة التي تحدد الأحكام المتصلة بوضع سياسة التدريب؟,اللائحة التنفيذية هي التي تحدد الأحكام المتصلة بذلك. (المادة الثانية والأربعون),المادة الثانية والأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" على كل صاحب عمل وضع سياسة لتدريب عماله السعوديين وتأهيلهم، من أجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. وتحدد اللائحة الأحكام المتصلة بذلك "".",0.08196721311475409,0.45454545454545453,0.09090909090909091,11,58
الثالثة والأربعون,ما هو الحد الأدنى من العمال السعوديين الذي يجب على صاحب العمل الذي يشغل خمسين عاملاً فأكثر تدريبهم سنوياً؟,يجب أن يؤهل أو يدرب ما لا يقل عن (12%) من مجموع عماله سنوياً. (المادة الثالثة والأربعون),المادة الثالثة والأربعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""مع عدم الإخلال بما تنص عليه اتفاقيات الامتياز وغيرها من الاتفاقيات من شروط وقواعد خاصة بالتدريب والتأهيل؛ على كل صاحب عمل يشغّل خمسين عاملاً فأكثر أن يؤهل أو يدرب على أعماله من عماله السعوديين ما لا يقل عن (12%) من مجموع عماله سنوياً، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. وللوزير أن يرفع هذه النسبة في بعض المنشآت التي يحددها بقرار منه"".",0.1686746987951807,0.8235294117647058,0.175,17,90
الثالثة والأربعون,هل يدخل العمال السعوديون الذين يكملون دراساتهم ضمن نسبة الـ 12% الإلزامية للتدريب؟,نعم، يدخلون ضمن هذه النسبة إذا كان صاحب العمل يتحمل تكاليف الدراسة. (المادة الثالثة والأربعون),المادة الثالثة والأربعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""مع عدم الإخلال بما تنص عليه اتفاقيات الامتياز وغيرها من الاتفاقيات من شروط وقواعد خاصة بالتدريب والتأهيل؛ على كل صاحب عمل يشغّل خمسين عاملاً فأكثر أن يؤهل أو يدرب على أعماله من عماله السعوديين ما لا يقل عن (12%) من مجموع عماله سنوياً، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. وللوزير أن يرفع هذه النسبة في بعض المنشآت التي يحددها بقرار منه"".",0.13095238095238096,0.7333333333333333,0.1375,15,90
الثالثة والأربعون,متى يجوز للوزير رفع النسبة الإلزامية للتدريب؟,يجوز للوزير أن يرفع هذه النسبة في بعض المنشآت التي يحددها بقرار منه. (المادة الثالثة والأربعون),المادة الثالثة والأربعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""مع عدم الإخلال بما تنص عليه اتفاقيات الامتياز وغيرها من الاتفاقيات من شروط وقواعد خاصة بالتدريب والتأهيل؛ على كل صاحب عمل يشغّل خمسين عاملاً فأكثر أن يؤهل أو يدرب على أعماله من عماله السعوديين ما لا يقل عن (12%) من مجموع عماله سنوياً، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. وللوزير أن يرفع هذه النسبة في بعض المنشآت التي يحددها بقرار منه"".",0.14285714285714285,0.75,0.15,16,90
