question,top_retrieved_chunk,top_2_retrieved_chunk,top_3_retrieved_chunk,question_norm,Question,Answer,Source,Topic,Jaccard_top1,Coverage_top1_AnsInChunk,Coverage_top1_ChunkInAns,Jaccard_top2,Coverage_top2_AnsInChunk,Coverage_top2_ChunkInAns,Jaccard_top3,Coverage_top3_AnsInChunk,Coverage_top3_ChunkInAns,Best_Jaccard,Best_Coverage_AnsInChunk,Baseline_Correctness_auto
أين أجد تفاصيل أكثر عن ذوي الإعاقة؟,المادة الحادية والسبعون بعد المائة : يجب أن ينص في عقد العمل البحري على تاريخ إبرامه ومكانه، واسم المجهز، واسم البحار ولقبه وسنه وجنسيته وموطنه، ونوع العمل المكلف به، وكيفية أدائه، والشهادة التي تتيح له العمل في الملاحة البحرية، والتذكرة الشخصية البحرية، ومقدار الأجر، ومدة العقد، أما إذا كان العقد لسفرة واحدة فيجب تحديد المدينة أو المرفأ البحري الذي تنتهي عنده الرحلة، وفي أي مرحلة من مراحل تفريغ السفينة أو تحميلها في هذا المرفأ ينتهي العمل، وغير ذلك من تفاصيل العقد. ويكون العقد من ثلاث نسخ نسخة لمجهز السفينة، ونسخة للربان للاحتفاظ بها على ظهر السفينة، ونسخة للبحار.,المادة الرابعة والستون بعد المائة : لا يجوز تشغيل الأحداث تشغيلًا فعليًّا أكثر من ست ساعات في اليوم الواحد لسائر شهور السنة، عدا شهر رمضان، فيجب ألا تزيد ساعات العمل الفعلية فيه على أربع ساعات. وتنظم ساعات العمل بحيث لا يعمل الحدث أكثر من أربع ساعات متصلة دون فترة أو أكثر للراحة والطعام والصلاة، لا تقل في المرة الواحدة عن نصف ساعة، وبحيث لا يبقى في مكان العمل أكثر من سبع ساعات. ولا يجوز تشغيل الأحداث في أيام الراحة الأسبوعية أو في أيام الأعياد والعطلات الرسمية والإجازة السنوية. ولا تسري عليهم الاستثناءات التي نصت عليها المادة السادسة بعد المائة من هذا النظام.,المادة السبعون : لا يجوز توقيع جزاء تأديبي على العامل لأمر ارتكبه خارج مكان العمل ما لم يكن متصلًا بالعمل أو بصاحبه أو مديره المسؤول، كما لا يجوز أن يوقع على العامل عن المخالفة الواحدة غرامة تزيد قيمتها على أجرة خمسة أيام، ولا توقيع أكثر من جزاء واحد على المخالفة الواحدة، ولا أن تُقتطع من أجره وفاءً للغرامات التي توقع عليه أكثر من أجر خمسة أيام في الشهر الواحد، ولا أن تزيد مدة إيقافه عن العمل دون أجر على خمسة أيام في الشهر.,أين أجد تفاصيل أكثر عن ذوي الإعاقة؟,أين أجد تفاصيل أكثر عن ذوي الإعاقة؟,في اللوائح التنفيذية والقرارات الوزارية الملحقة بالنظام.,istitlaa_qa.csv,ذوي الإعاقة,0.011904761904761904,0.01282051282051282,0.14285714285714285,0.012987012987012988,0.014084507042253521,0.14285714285714285,0.01694915254237288,0.018867924528301886,0.14285714285714285,0.01694915254237288,0.018867924528301886,0
هل تؤثر الإجازة بدون راتب على موعد استحقاق الإجازة السنوية؟,المادة العاشرة بعد المائة : 1- للعامل بموافقة صاحب العمل أن يؤجل إجازته السنوية أو أيامًا منها إلى السنة التالية. 2 - لصاحب العمل حق تأجيل إجازة العامل بعد نهاية سنة استحقاقها إذا اقتضت ظروف العمل ذلك لمدة لا تزيد على تسعين يومًا، فإذا اقتضت ظروف العمل استمرار التأجيل وجب الحصول على موافقة العامل كتابة، على ألا يتعدى التأجيل نهاية السنة التالية لسنة استحقاق الإجازة.,المادة الحادية عشرة بعد المائة : للعامل الحق في الحصول على أجرة عن أيام الإجازة المستحقة إذا ترك العمل قبل استعماله لها، وذلك بالنسبة إلى المدة التي لم يحصل على إجازته عنها، كما يستحق أجرة الإجازة عن أجزاء السنة بنسبة ما قضاه منها في العمل.,المادة الرابعة عشرة بعد المائة : للعامل الحق في الحصول على إجازة بأجر لا تقل مدتها عن عشرة أيام ولا تزيد على خمسة عشر يومًا بما فيها إجازة عيد الأضحى؛ وذلك لأداء فريضة الحج لمرة واحدة طوال مدة خدمته إذا لم يكن قد أداها من قبل، ويشترط لاستحقاق هذه الإجازة أن يكون العامل قد أمضى في العمل لدى صاحب العمل سنتين متصلتين على الأقل، ولصاحب العمل أن يحدد عدد العمال الذين يمنحون هذه الإجازة سنويًّا وفقًا لمقتضيات العمل.,هل تؤثر الإجازة بدون راتب على موعد استحقاق الإجازة السنوية؟,هل تؤثر الإجازة بدون راتب على موعد استحقاق الإجازة السنوية؟,نعم، تزاح سنة الاستحقاق بمقدار مدة الإجازة بدون راتب.,qiwa_qa.csv,الإجازات,0.03508771929824561,0.04,0.2222222222222222,0.021739130434782608,0.02631578947368421,0.1111111111111111,0.027777777777777776,0.03076923076923077,0.2222222222222222,0.03508771929824561,0.04,0
هل يجوز للعامل المستقيل الرجوع في استقالته؟,المادة الحادية والتسعون : 1- إذا تسبب عامل في فقد أو إتلاف أو تدمير آلات أو منتجات يملكها صاحب العمل أو هي في عهدته وكان ذلك ناشئًا عن خطأ العامل أو مخالفته تعليمات صاحب العمل ولم يكن نتيجة لخطأ الغير أو ناشئًا عن قوة قاهرة، فلصاحب العمل أن يقتطع من أجر العامل المبلغ اللازم للإصلاح أو لإعادة الوضع إلى ما كان عليه على ألا يزيد ما يقتطع لهذا الغرض على أجر خمسة أيام في كل شهر، ولصاحب العمل الحق في التظلم عند الاقتضاء، وذلك بطلب ما هو أكثر من ذلك إذا كان للعامل مال آخر يمكن الاستيفاء منه، وللعامل أن يتظلم مما نسب إليه أو من تقدير صاحب العمل للتعويض أمام هيئة تسوية الخلافات العمالية، فإذا حكمت بعدم أحقية صاحب العمل في الرجوع على العامل بما اقتطعه منه أو حكمت بأقل منه وجب على صاحب العمل أن يرد إلى العامل ما اقتطع منه دون وجه حق خلال سبعة أيام من تاريخ صدور الحكم. 2 - يكون تظلم أي من الطرفين خلال خمسة عشر يوم عمل، وإلا سقط الحق فيه، ويبدأ موعد التظلم بالنسبة إلى صاحب العمل من تاريخ اكتشاف الواقعة، وبالنسبة إلى العامل من تاريخ إبلاغ صاحب العمل له بذلك.,"المادة التاسعة والثلاثون : تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م / 24 ) وتاريخ 12 / 5 / 1434 هـ ، لتصبح بالنص الآتى ""المادة التاسعة والثلاثون 1 ) لا يجوز - بغير اتباع القواعد والاجراءات النظامية المقررة – أن يترك صاحب العمل عامله يعمل لدى الغير، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر، كما لا يجوز لصاحب العمل توظيف عامل غيره، وتتولى وزارة العمل التفتيش على المنشآت، والتحقيق في المخالفات التي يتم ضبطها من قبل مفتشيها، ومن ثم إحالتها إلى وزارة الداخلية لتطبيق العقوبات المقررة بشأنها. 2 ) لا يجوز لصاحب العمل أن يترك عامله يعمل لحسابه الخاص، كما لا يجوز للعامل أن يعمل لحسابه الخاص، وتتولى وزارة الداخلية ضبط وإيقاف وترحيل وإيقاع العقوبات على المخالفين من العاملين لحسابهم الخاص (العمالة السائبة) في الشوارع والميادين والمتغيبين عن العمل (الهاربين) وكذلك أصحاب العمل والمشغلين لهؤلاء والمتسترين عليهم والناقلين لهم وكل من له دور في المخالفة وتطبيق العقوبات المقررة بحقهم "".",المادة الثامنة عشرة بعد المائة : لا يجوز للعامل أثناء تمتعه بأي من إجازاته المنصوص عليها في هذا الفصل أن يعمل لدى صاحب عمل آخر، فإذا أثبت صاحب العمل أن العامل قد خالف ذلك فله أن يحرمه من أجره عن مدة الإجازة أو يسترد ما سبق أن أداه إليه من ذلك الأجر.,هل يجوز للعامل المستقيل الرجوع في استقالته؟,هل يجوز للعامل المستقيل الرجوع في استقالته؟,يجوز له الرجوع في الاستقالة خلال أسبوع من تاريخ تقديمها بموافقة صاحب العمل، أو إذا لم يبت فيها صاحب العمل.,boe_qa.csv,إنهاء العقد,0.07633587786259542,0.08130081300813008,0.5555555555555556,0.05405405405405406,0.06060606060606061,0.3333333333333333,0.10714285714285714,0.13636363636363635,0.3333333333333333,0.10714285714285714,0.13636363636363635,0
ماذا يجب توفيره في نقاط الإنقاذ بالمناجم؟,المادة الثانية والتسعون بعد المائة : على صاحب العمل إنشاء نقطة إنقاذ قريبة من مكان العمل مجهزة بأدوات الإنقاذ والإسعافات الضرورية، وأن يكون بهذه النقطة وسيلة اتصال مناسبة، بحيث تصلح للاستعانة بها في الحال، وعليه تعيين عامل فني مدرب للإشراف على عمليات الإنقاذ والإسعافات الأولية.,المادة الثالثة والتسعون بعد المائة : مع عدم الإخلال بحكم المادة الثانية والأربعين بعد المائة من هذا النظام على صاحب العمل أن يعد في كل منجم أو محجر يشتغل فيه خمسون عاملًا على الأقل مكانًا مناسبًا يحتوي على غرفة مجهزة بوسائل الإنقاذ والإسعافات الأولية، وأخرى للتمريض، فضلًا عن غرفة أو أكثر لتغيير الملابس. أما في المناجم والمحاجر التي يقل عدد العمال في كل منها عن خمسين عاملًا وتقع في دائرة قطرها عشرون كيلو مترًا فيجوز لصاحب العمل أن يشترك في إنشاء مكان للإنقاذ والإسعاف في مكان وسط، أو ينشئ مكانًا للإنقاذ والإسعاف مستقلًّا. وللوزير تحديد وسائل الإنقاذ والإسعاف وتدابير الوقاية والحماية في المناجم والمحاجر، وكذلك مسؤوليات أصحاب العمل وحقوق العمال وواجباتهم.,المادة السابعة عشرة : على صاحب العمل أن يحتفظ في مكان العمل بالسجلات والكشوف والملفات التي تحدد ماهيتها، والبيانات التي يجب أن تتضمنها اللائحة. وعليه أن يضع في مكان ظاهر بموقع العمل جدولًا بمواعيد العمل، وفترات الراحة، ويوم الراحة الأسبوعي، ومواعيد بدء كل نوبة وانتهائها في حالة العمل بأسلوب المناوبة.,ماذا يجب توفيره في نقاط الإنقاذ بالمناجم؟,ماذا يجب توفيره في نقاط الإنقاذ بالمناجم؟,أدوات إنقاذ وإسعافات ضرورية، ووسيلة اتصال، وعامل فني مدرب.,qiwa_qa.csv,المناجم,0.08888888888888889,0.1,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.08888888888888889,0.1,0
ما هي إجازة العدة للمرأة العاملة المتوفى عنها زوجها؟,"المادة الستون بعد المائة : تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - للمرأة العاملة المسلمة التي يتوفى زوجها الحق في إجازة عدة بأجر كامل لمدة لا تقل عن أربعة أشهر وعشرة أيام من تاريخ الوفاة، ولها الحق في تمديد هذه الإجازة دون أجر إن كانت حاملاً - خلال هذه الفترة - حتى تضع حملها، ولا يجوز لها الاستفادة من باقي إجازة العدة الممنوحة لها – بموجب هذا النظام – بعد وضع حملها. 2 - للمرأة العاملة غير المسلمة التي يتوفى زوجها الحق في إجازة بأجر كامل لمدة خمسة عشر يوماً. وفي جميع الأحوال لا يجوز للعاملة المتوفى عنها زوجها ممارسة أي عمل لدى الغير خلال هذه المدة. ويحق لصاحب العمل أن يطلب الوثائق المؤيدة للحالات المشار إليها"".","المادة الثانية والخمسون بعد المائة : تم تعديل أحكام المادتين (الحادية والخمسين بعد المائة) و(الثانية والخمسين بعد المائة)؛ وإعادة صياغتهما بعد تعديل أحكامهما لتكون في مادة واحدة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ بالنص الآتي ""المادة الحادية والخمسون بعد المائة 1 - للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة عشرة أسابيع توزعها كيف تشاء؛ تبدأ بحدٍّ أقصى بأربعة أسابيع قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية. 2 - يحظر تشغيل المرأة بعد الوضع بأي حال من الأحوال خلال الستة أسابيع التالية له، ولها الحق في تمديد الإجازة مدة شهر دون أجر. 3 - للمرأة العاملة - في حالة إنجاب طفل مريض أو من ذوي الاحتياجات الخاصة وتتطلب حالته الصحية مرافقاً مستمراً له - الحق في إجازة مدتها شهر بأجر كامل تبدأ بعد انتهاء مدة إجازة الوضع، ولها الحق في تمديد الإجازة لمدة شهر دون أجر"".","المادة الحادية والخمسون بعد المائة : تم تعديل أحكام المادتين (الحادية والخمسين بعد المائة) و(الثانية والخمسين بعد المائة)؛ وإعادة صياغتهما بعد تعديل أحكامهما لتكون في مادة واحدة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ بالنص الآتي ""المادة الحادية والخمسون بعد المائة 1 - للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة عشرة أسابيع توزعها كيف تشاء؛ تبدأ بحدٍّ أقصى بأربعة أسابيع قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية. 2 - يحظر تشغيل المرأة بعد الوضع بأي حال من الأحوال خلال الستة أسابيع التالية له، ولها الحق في تمديد الإجازة مدة شهر دون أجر. 3 - للمرأة العاملة - في حالة إنجاب طفل مريض أو من ذوي الاحتياجات الخاصة وتتطلب حالته الصحية مرافقاً مستمراً له - الحق في إجازة مدتها شهر بأجر كامل تبدأ بعد انتهاء مدة إجازة الوضع، ولها الحق في تمديد الإجازة لمدة شهر دون أجر"".",ما هي إجازة العدة للمرأة العاملة المتوفى عنها زوجها؟,ما هي إجازة العدة للمرأة العاملة المتوفى عنها زوجها؟,تستحق إجازة عدة بأجر كامل لمدة 4 أشهر و10 أيام (للمسلمة)، و15 يوماً لغير المسلمة.,boe_qa.csv,عمل المرأة,0.08823529411764706,0.09375,0.6,0.037037037037037035,0.041237113402061855,0.26666666666666666,0.037037037037037035,0.041237113402061855,0.26666666666666666,0.08823529411764706,0.09375,0
ما هي شروط صحة شرط عدم المنافسة؟,المادة السابعة والأربعون بعد المائة: يلزم صاحب العمل الذي يؤدي عملًا في الأماكن البعيدة عن العمران، وفي المناجم والمحاجر ومراكز التنقيب عن النفط بتوفير المساكن والمخيمات والوجبات الغذائية للعمال. ويحدد الوزير بقرار منه شروط المساكن والمخيمات ومواصفاتها ومقابل الانتفاع بالمساكن، وكذلك عدد الوجبات الغذائية وكميات الطعام وأنواعه والشروط اللازمة لها، وما يتحمله العامل مقابل الوجبة، وغير ذلك مما يلزم للمحافظة على صحة العمال.,المادة الثامنة : يبطل كل شرط يخالف أحكام هذا النظام، ويبطل كل إبراء أو مصالحة عن الحقوق الناشئة للعامل بموجب هذا النظام أثناء سريان عقد العمل، ما لم يكن أكثر فائدة للعامل.,"المادة الثالثة والأربعون : تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""مع عدم الإخلال بما تنص عليه اتفاقيات الامتياز وغيرها من الاتفاقيات من شروط وقواعد خاصة بالتدريب والتأهيل؛ على كل صاحب عمل يشغّل خمسين عاملاً فأكثر أن يؤهل أو يدرب على أعماله من عماله السعوديين ما لا يقل عن (12%) من مجموع عماله سنوياً، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. وللوزير أن يرفع هذه النسبة في بعض المنشآت التي يحددها بقرار منه"".",ما هي شروط صحة شرط عدم المنافسة؟,ما هي شروط صحة شرط عدم المنافسة؟,أن يكون مكتوباً، محدداً من حيث الزمان والمكان ونوع العمل، ولحماية مصلحة مشروعة.,qiwa_qa.csv,عدم المنافسة,0.014285714285714285,0.017241379310344827,0.07692307692307693,0.02564102564102564,0.037037037037037035,0.07692307692307693,0.03260869565217391,0.036585365853658534,0.23076923076923078,0.03260869565217391,0.037037037037037035,0
إذا انتهى عقد البحار والسفينة في عرض البحر، متى ينتهي فعلياً؟,المادة الرابعة والثمانون بعد المائة : يلتزم المجهز بترحيل البحار إلى بلده في الحالات الآتية 1 - إذا ألغي السفر بفعل مجهز السفينة بعد قيام السفينة. 2 - إذا ألغي السفر بعد إبحار السفينة، بسبب منع التجارة مع الجهة التي عينت لسفرها. 3 - إذا أخرج البحار من السفينة بسبب إصابته بمرض، أو جرح، أو عاهة. 4 - إذا بيعت السفينة في بلد أجنبي. 5 - إذا عزل البحار من الخدمة أثناء السفر من غير مسوغ نظامي. 6 - إذا انتهى العقد المبرم مع البحار في ميناء غير الميناء الذي نص عليه العقد.,المادة الرابعة والسبعون بعد المائة : تدفع جميع استحقاقات البحار بالعملة الرسمية ، ويجوز أداؤها بالعملة الأجنبية إذا استحقت والسفينة خارج المياه الإقليمية وقبل البحار ذلك. وللبحار أن يطلب من صاحب العمل صرف ما يستحقه من أجره النقدي لمن يعينه.,المادة الحادية والسبعون بعد المائة : يجب أن ينص في عقد العمل البحري على تاريخ إبرامه ومكانه، واسم المجهز، واسم البحار ولقبه وسنه وجنسيته وموطنه، ونوع العمل المكلف به، وكيفية أدائه، والشهادة التي تتيح له العمل في الملاحة البحرية، والتذكرة الشخصية البحرية، ومقدار الأجر، ومدة العقد، أما إذا كان العقد لسفرة واحدة فيجب تحديد المدينة أو المرفأ البحري الذي تنتهي عنده الرحلة، وفي أي مرحلة من مراحل تفريغ السفينة أو تحميلها في هذا المرفأ ينتهي العمل، وغير ذلك من تفاصيل العقد. ويكون العقد من ثلاث نسخ نسخة لمجهز السفينة، ونسخة للربان للاحتفاظ بها على ظهر السفينة، ونسخة للبحار.,إذا انتهى عقد البحار والسفينة في عرض البحر، متى ينتهي فعلياً؟,إذا انتهى عقد البحار والسفينة في عرض البحر، متى ينتهي فعلياً؟,يمتد العقد حكماً حتى وصول السفينة إلى أول ميناء سعودي أو الميناء المتفق عليه.,qiwa_qa.csv,العمل البحري,0.1044776119402985,0.11666666666666667,0.5,0.0,0.0,0.0,0.033707865168539325,0.038461538461538464,0.21428571428571427,0.1044776119402985,0.11666666666666667,0
كيف يتم حساب ساعات العمل الإضافية؟,المادة المائة : يجوز لصاحب العمل- بموافقة الوزارة- في المنشآت التي تقتضي طبيعة العمل فيها أداء العمل بالتناوب زيادة ساعات العمل على ثماني ساعات عمل في اليوم أو ثمان وأربعين ساعة في الأسبوع، بشرط ألا يزيد متوسط ساعات العمل عند احتسابه لمدة ثلاثة أسابيع أو أقل على ثماني ساعات يوميًّا أو ثمان وأربعين ساعة أسبوعيًّا.,المادة الرابعة والستون بعد المائة : لا يجوز تشغيل الأحداث تشغيلًا فعليًّا أكثر من ست ساعات في اليوم الواحد لسائر شهور السنة، عدا شهر رمضان، فيجب ألا تزيد ساعات العمل الفعلية فيه على أربع ساعات. وتنظم ساعات العمل بحيث لا يعمل الحدث أكثر من أربع ساعات متصلة دون فترة أو أكثر للراحة والطعام والصلاة، لا تقل في المرة الواحدة عن نصف ساعة، وبحيث لا يبقى في مكان العمل أكثر من سبع ساعات. ولا يجوز تشغيل الأحداث في أيام الراحة الأسبوعية أو في أيام الأعياد والعطلات الرسمية والإجازة السنوية. ولا تسري عليهم الاستثناءات التي نصت عليها المادة السادسة بعد المائة من هذا النظام.,المادة الثامنة والتسعون : لا يجوز تشغيل العامل تشغيلًا فعليًّا أكثر من ثماني ساعات في اليوم الواحد، إذا اعتمد صاحب العمل المعيار اليومي، أو أكثر من ثمان وأربعين ساعة في الأسبوع، إذا اعتمد المعيار الأسبوعي. وتخفض ساعات العمل الفعلية خلال شهر رمضان للمسلمين، بحيث لا تزيد على ست ساعات في اليوم، أو ست وثلاثين ساعة في الأسبوع.,كيف يتم حساب ساعات العمل الإضافية؟,كيف يتم حساب ساعات العمل الإضافية؟,تُحسب الساعة الإضافية بساعة عمل عادية مضافاً إليها 50% من الأجر الأساسي.,boe_qa.csv,العمل الإضافي,0.02040816326530612,0.02631578947368421,0.08333333333333333,0.012195121951219513,0.014084507042253521,0.08333333333333333,0.02,0.02564102564102564,0.08333333333333333,0.02040816326530612,0.02631578947368421,0
هل تحسب الإجازة بدون راتب في مكافأة نهاية الخدمة؟,المادة السادسة والثمانون : استثناء من حكم المادة (الثامنة) من هذا النظام، يجوز الاتفاق على ألا تحسب في الأجر الذي تسوى على أساسه مكافأة نهاية الخدمة جميع مبالغ العمولات أو بعضها والنسب المئوية عن ثمن المبيعات وما أشبه ذلك من عناصر الأجر الذي يدفع إلى العامل وتكون قابلة بطبيعتها للزيادة والنقص.,المادة الرابعة والثمانون : إذا انتهت علاقة العمل وجب على صاحب العمل أن يدفع إلى العامل مكافأة عن مدة خدمته تحسب على أساس أجر نصف شهر عن كل سنة من السنوات الخمس الأولى، وأجر شهر عن كل سنة من السنوات التالية، ويتخذ الأجر الأخير أساسًا لحساب المكافأة، ويستحق العامل مكافأة عن أجزاء السنة بنسبة ما قضاه منها في العمل.,المادة العاشرة بعد المائة : 1- للعامل بموافقة صاحب العمل أن يؤجل إجازته السنوية أو أيامًا منها إلى السنة التالية. 2 - لصاحب العمل حق تأجيل إجازة العامل بعد نهاية سنة استحقاقها إذا اقتضت ظروف العمل ذلك لمدة لا تزيد على تسعين يومًا، فإذا اقتضت ظروف العمل استمرار التأجيل وجب الحصول على موافقة العامل كتابة، على ألا يتعدى التأجيل نهاية السنة التالية لسنة استحقاق الإجازة.,هل تحسب الإجازة بدون راتب في مكافأة نهاية الخدمة؟,هل تحسب الإجازة بدون راتب في مكافأة نهاية الخدمة؟,لا، تستقطع مدة الانقطاع من حساب مدة الخدمة.,qiwa_qa.csv,مكافأة الخدمة,0.04081632653061224,0.045454545454545456,0.2857142857142857,0.04,0.044444444444444446,0.2857142857142857,0.017857142857142856,0.02,0.14285714285714285,0.04081632653061224,0.045454545454545456,0
ماذا لو أنهى أحد الطرفين العقد دون مراعاة مهلة الإشعار؟,"المادة السادسة والسبعون : تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا لم يراع الطرف الذي أنهى العقد غير المحدد المدة المهلة المحدد للإشعار وفقاً للمادة (الخامسة والسبعين) من هذا النظام، فإنه يلتزم بأن يدفع للطرف الآخر عن مهلة الإشعار مبلغاً مساوياً لأجر العامل عن المهلة نفسها، ما لم يتفق الطرفان على أكثر من ذلك"".",المادة الحادية والثمانون : يحق للعامل أن يترك العمل دون إشعار مع احتفاظه بحقوقه النظامية كلها، وذلك في أي من الحالات الآتية 1 - إذا لم يقم صاحب العمل بالوفاء بالتزاماته العقدية أو النظامية الجوهرية إزاء العامل. 2 - إذا ثبت أن صاحب العمل أو من يمثله قد أدخل عليه الغش وقت التعاقد فيما يتعلق بشروط العمل وظروفه. 3 - إذا كلفه صاحب العمل دون رضاه بعمل يختلف جوهريًّا عن العمل المتفق عليه، وخلافًا لما تقرره المادة الستون من هذا النظام. 4 - إذا وقع من صاحب العمل أو من أحد أفراد أسرته أو من المدير المسؤول اعتداء يتسم بالعنف، أو سلوك مخل بالآداب نحو العامل أو أحد أفراد أسرته. 5 - إذا اتسمت معاملة صاحب العمل أو المدير المسؤول بمظاهر من القسوة والجور أو الإهانة. 6 - إذا كان في مقر العمل خطر جسيم يهدد سلامة العامل أو صحته، بشرط أن يكون صاحب العمل قد علم بوجوده، ولم يتخذ من الإجراءات ما يدل على إزالته. 7 - إذا كان صاحب العمل أو من يمثله قد دفع العامل بتصرفاته وعلى الأخص بمعاملته الجائرة أو بمخالفته شروط العقد إلى أن يكون العامل في الظاهر هو الذي أنهى العقد.,"المادة السابعة والسبعون : تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""ما لم يتضمن العقد تعويضاً محدداً مقابل إنهائه من أحد الطرفين لسبب غير مشروع، يستحق الطرف المتضرر من إنهاء العقد تعويضاً على النحو الآتي 1 - أجر خمسة عشر يوماً عن كل سنة من سنوات خدمة العامل، إذا كان العقد غير محدد المدة. 2 - أجر المدة الباقية من العقد إذا كان العقد محدد المدة. 3 - يجب ألا يقل التعويض المشار إليه في الفقرتين (1) و(2) من هذه المادة عن أجر العامل لمدة شهرين"".",ماذا لو أنهى أحد الطرفين العقد دون مراعاة مهلة الإشعار؟,ماذا لو أنهى أحد الطرفين العقد دون مراعاة مهلة الإشعار؟,يلتزم بدفع تعويض للطرف الآخر يعادل أجر العامل عن مدة الإشعار أو المتبقي منها.,boe_qa.csv,إنهاء العقد,0.08823529411764706,0.1,0.42857142857142855,0.023809523809523808,0.02608695652173913,0.21428571428571427,0.037037037037037035,0.04285714285714286,0.21428571428571427,0.08823529411764706,0.1,0
على من يقع عبء إبلاغ الوزارة عن مخالفات نظام العمل؟,"المادة السادسة والتسعون بعد المائة : تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي "" يختص مفتشو العمل بما يأتي 1 - مراقبة تنفيذ أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له. 2 - تزويد أصحاب العمل والعمال بالمعلومات والإرشادات الفنية التي تمكنهم من اتباع أحسن الوسائل لتنفيذ أحكام هذا النظام. 3 - إبلاغ الجهات المختصة بأوجه النقص التي تقصر الأحكام القائمة من معالجتها، واقتراح ما يلزم لذلك. 4 - ضبط مخالفات أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له. 5 - التحقق من المخالفات التي تضبطها جهات حكومية مختصة أخرى وتحال إلى الوزارة. 6 - اقتراح الغرامة المناسبة وفقاً لجدول المخالفات والعقوبات"".","المادة الثالثة والثلاثون بعد المائتين: - أُضيفت هذه المادة وذلك بموجب المرسوم الملكي رقم (م/46) وتاريخ 1436/6/5هـ، لتكون بالنص الآتي "" للوزير منح مكافأة مالية لا تزيد على 25% من مبلغ الغرامة المحصلة لمن يساعد - من موظفي التفتيش أو من غيرهم - في الكشف عن أيّ من مخالفات أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له.""",المادة الثامنة والستون : لا يجوز تشديد الجزاء في حالة تكرار المخالفة إذا كان قد انقضى على المخالفة السابقة مائة وثمانون يومًا من تاريخ إبلاغ العامل بتوقيع الجزاء عليه عن تلك المخالفة.,على من يقع عبء إبلاغ الوزارة عن مخالفات نظام العمل؟,على من يقع عبء إبلاغ الوزارة عن مخالفات نظام العمل؟,على الموظفين المختصين والمواطنين التعاون للإبلاغ عن المخالفات.,istitlaa_qa.csv,الإبلاغ,0.010752688172043012,0.011627906976744186,0.125,0.034482758620689655,0.038461538461538464,0.25,0.058823529411764705,0.07142857142857142,0.25,0.058823529411764705,0.07142857142857142,0
