المادة القانونية (م),السؤال,الإجابة,Gold_Article,Gold_Text,Overlap_Jaccard,Coverage_Answer_in_Article,Coverage_Article_in_Answer,Answer_Length_Tokens,Article_Length_Tokens
الثالثة والثلاثون,ما هي الشروط الثلاثة الأساسية لمنح رخصة العمل لغير السعودي؟,1. أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحًا له بالعمل. 2. أن يكون من ذوي الكفايات المهنية أو المؤهلات التي تحتاج إليها البلاد. 3. أن يكون متعاقدًا مع صاحب عمل وتحت مسؤوليته. (المادة الثالثة والثلاثون),المادة الثالثة والثلاثون ,لا يجوز لغير السعودي أن يمارس عملًا، ولا يجوز أن يسمح له بمزاولته، إلا بعد الحصول على رخصة عمل من الوزارة وفق النموذج الذي تعده لهذا الغرض. ويشترط لمنح الرخصة ما يأتي 1 - أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحًا له بالعمل. 2 - أن يكون من ذوي الكفايات المهنية أو المؤهلات الدراسية التي تحتاج إليها البلاد، ولا يوجد من أبناء البلاد من يحملها أو كان العدد الموجود منهم لا يفي بالحاجة، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد. 3 - أن يكون متعاقدًا مع صاحب عمل وتحت مسؤوليته. ويقصد بكلمة (العمل) في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزلية.,0.3409090909090909,0.9375,0.3488372093023256,37,116
الخامسة والثلاثون,متى يجوز للوزارة الامتناع عن تجديد رخصة العمل؟,للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة. (المادة الخامسة والثلاثون),المادة الخامسة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""للوزارة أن تمتنع عن تجديد رخصة العمل متى خالف صاحب العمل المعايير الخاصة بتوطين الوظائف التي تضعها الوزارة"".",0.47368421052631576,0.9,0.5,21,37
السادسة والثلاثون,من هي الجهة المخولة بتحديد المهن والأعمال التي يحظر على غير السعودي الاشتغال بها؟,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها. (المادة السادسة والثلاثون),المادة السادسة والثلاثون ,على الوزير أن يحدد بقرار منه المهن والأعمال التي يحظر على غير السعودي الاشتغال بها.,0.8235294117647058,0.8235294117647058,1.0,18,15
السابعة والثلاثون,فيما يخص عقد عمل غير السعودي، ما هو شكل العقد، ومتى تُعد مدته سنة واحدة؟,يجب أن يكون العقد مكتوباً ومحدد المدة. وإذا خلا العقد من بيان مدته، تعد مدته (سنة) من تاريخ مباشرة العامل الفعلية. (المادة السابعة والثلاثون),المادة السابعة والثلاثون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي ""يجب أن يكون عقد عمل غير السعودي مكتوباً ومحدد المدة. وإذا خلا العقد من بيان مدته تعد مدته (سنة) من تاريخ مباشرة العامل الفعلية، وإذا استمر العمل بعد انتهاء هذه المدة، عُدَّ متجدداً لمدة مماثلة"".",0.3220338983050847,0.9047619047619048,0.3333333333333333,24,66
الأربعون,ما هي التكاليف الرئيسية التي يتحملها صاحب العمل عن العامل غير السعودي؟ اذكر ثلاثة منها.,يتحمل صاحب العمل: رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين. (المادة الأربعون),المادة الأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت الفقرة (1) من هذه المادة لتكون بالنص الآتي "" يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجديدهما، وما يترتب على تأخير ذلك من غرامات يتسبب بها صاحب العمل، ورسوم تغيير المهنة، والخروج والعودة، وتذكرة عودة العامل إلى موطنه بعد انتهاء العلاقة بين الطرفين "".",0.3492063492063492,0.9565217391304348,0.3548387096774194,25,73
التاسعة والثلاثون,ما هي المحظورات النظامية على كل من صاحب العمل والعامل فيما يخص العمل لدى الغير أو العمل لحساب الخاص؟,لا يجوز لصاحب العمل أن يترك عامله يعمل لدى الغير أو لحسابه الخاص، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر أو لحسابه الخاص. (المادة التاسعة والثلاثون),المادة التاسعة والثلاثون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م / 24 ) وتاريخ 12 / 5 / 1434 هـ ، لتصبح بالنص الآتى ""المادة التاسعة والثلاثون 1 ) لا يجوز - بغير اتباع القواعد والاجراءات النظامية المقررة – أن يترك صاحب العمل عامله يعمل لدى الغير، ولا يجوز للعامل أن يعمل لدى صاحب عمل آخر، كما لا يجوز لصاحب العمل توظيف عامل غيره، وتتولى وزارة العمل التفتيش على المنشآت، والتحقيق في المخالفات التي يتم ضبطها من قبل مفتشيها، ومن ثم إحالتها إلى وزارة الداخلية لتطبيق العقوبات المقررة بشأنها. 2 ) لا يجوز لصاحب العمل أن يترك عامله يعمل لحسابه الخاص، كما لا يجوز للعامل أن يعمل لحسابه الخاص، وتتولى وزارة الداخلية ضبط وإيقاف وترحيل وإيقاع العقوبات على المخالفين من العاملين لحسابهم الخاص (العمالة السائبة) في الشوارع والميادين والمتغيبين عن العمل (الهاربين) وكذلك أصحاب العمل والمشغلين لهؤلاء والمتسترين عليهم والناقلين لهم وكل من له دور في المخالفة وتطبيق العقوبات المقررة بحقهم "".",0.2,0.9523809523809523,0.20202020202020202,28,141
الثامنة والثلاثون,ما هو الإجراء النظامي المطلوب قبل أن يشتغل العامل في مهنة غير المهنة المدونة في رخصة عمله؟,يُحظر على العامل الاشتغال في غير مهنته قبل اتخاذ الإجراءات النظامية لتغيير المهنة. (المادة الثامنة والثلاثون),المادة الثامنة والثلاثون ,لا يجوز لصاحب العمل توظيف العامل في مهنة غير المهنة المدونة في رخصة عمله، ويحظر على العامل الاشتغال في غير مهنته قبل اتخاذ الإجراءات النظامية لتغيير المهنة.,0.46153846153846156,0.75,0.5454545454545454,16,27
الحادية والأربعون,ما هو الهدف من وضع صاحب العمل سياسة لتدريب وتأهيل عماله السعوديين؟,لأجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. (المادة الحادية والأربعون),المادة الحادية والأربعون ,تحدد اللائحة شروط الاستقدام، ونقل الخدمات، وتغيير المهنة، وضوابط ذلك وإجراءاته.,0.0,0.0,0.0,14,11
الثانية والأربعون,ما هي النسبة الدنيا الواجب على صاحب العمل الذي يشغّل خمسين عاملًا فأكثر أن يؤهلها أو يدربها من عماله السعوديين سنويًا؟,ما لا يقل عن (12%) من مجموع عماله سنوياً، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. (المادة الثانية والأربعون),المادة الثانية والأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" على كل صاحب عمل وضع سياسة لتدريب عماله السعوديين وتأهيلهم، من أجل رفع مهاراتهم وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها. وتحدد اللائحة الأحكام المتصلة بذلك "".",0.07792207792207792,0.21428571428571427,0.10909090909090909,28,58
الثالثة والأربعون,ما هي العناصر التي يجب أن يشتمل عليها برنامج التدريب؟,يجب أن يشتمل على: المهارة التي يتدرب العامل عليها، القواعد والشروط المتبعة في التدريب، مدته وعدد ساعاته، والبرامج التدريبية النظرية والعملية، وطريقة الاختبار والشهادات التي تمنح في هذا الشأن. (المادة الثالثة والأربعون),المادة الثالثة والأربعون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""مع عدم الإخلال بما تنص عليه اتفاقيات الامتياز وغيرها من الاتفاقيات من شروط وقواعد خاصة بالتدريب والتأهيل؛ على كل صاحب عمل يشغّل خمسين عاملاً فأكثر أن يؤهل أو يدرب على أعماله من عماله السعوديين ما لا يقل عن (12%) من مجموع عماله سنوياً، ويدخل ضمن هذه النسبة العمال السعوديون الذين يكملون دراساتهم إذا كان صاحب العمل يتحمل تكاليف الدراسة. وللوزير أن يرفع هذه النسبة في بعض المنشآت التي يحددها بقرار منه"".",0.047619047619047616,0.16666666666666666,0.0625,32,90
الرابعة والأربعون والخامسة والأربعون,ما هو تعريف عقد التأهيل والتدريب، وما هي الضوابط المتعلقة بمكافأة المتدرب؟,هو عقد يلتزم بمقتضاه صاحب العمل بتأهيل أو تدريب شخص لإعداده في مهنة معينة. ويجب أن يحدد فيه مقدار المكافأة على ألا يكون تحديدها على أساس القطعة أو الإنتاج. (المادة الرابعة والأربعون والمادة الخامسة والأربعون),,,0.0,0.0,0.0,35,0
السادسة والأربعون,ما هي الفئة التي يجوز للوزير إلزام المنشآت بقبول عدد أو نسبة محددة منها بغية التدريب واستكمال الخبرة العملية؟,طلاب الجامعات والكليات والمعاهد والمراكز وخريجيها. (المادة السادسة والأربعون),المادة السادسة والأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" يجب أن يكون عقد التأهيل أو التدريب مكتوباً، وأن يحدد فيه نوع المهنة المتعاقد للتدريب عليها، ومقدار المكافأة التي تعطى للمتدرب في كل مرحلة، على ألا يكون تحديدها على أساس القطعة أو الإنتاج، ويجب أن تُبيَّن في العقد حقوق المتدرب وصاحب العمل وواجباتهما، وما إذا كان التأهيل أو التدريب في منشأة تتبع صاحب العمل أو لدى منشأة أخرى "".",0.012195121951219513,0.1111111111111111,0.013513513513513514,9,89
السابعة والأربعون,ما هو الشرط الواجب على الطرف الذي يرغب في إنهاء عقد التأهيل أو التدريب قبل الأوان؟,عليه إبلاغ الطرف الآخر بذلك قبل أسبوع على الأقل من تاريخ التوقف عن التدريب أو التأهيل. (المادة السابعة والأربعون),المادة السابعة والأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" للوزير أن يلزم المنشآت بقبول عدد أو تنسبة محددة من طلاب الجامعات والكليات والمعاهد والمراكز وخريجيها؛ بغية التدريب واستكمال الخبرة العملية، وفق الشروط والأوضاع والمدد التي تحددها اللائحة، على أن يُبرم عقد تدريب بين المتدرب وصاحب العمل تطبق في شأنه الأحكام الواردة في هذا الفصل. وللمنشأة أن تقدم مكافأة للمتدرب "".",0.06896551724137931,0.3157894736842105,0.08108108108108109,19,81
السابعة والأربعون,ما هي التبعات المالية على المتدرب إذا رفض العمل لدى صاحب العمل مدة مماثلة لمدة التدريب بعد إكمال تدريبه؟,وجب عليه أن يدفع لصاحب العمل تكاليف التدريب أو التأهيل التي تحملها صاحب العمل أو بنسبة المدة الباقية منها. (المادة السابعة والأربعون),المادة السابعة والأربعون ,"- صدر المرسوم الملكي رقم (م/44) وتاريخ 1446/2/8هـ، وذلك بالموافقة على تعديلات بعض مواد نظام العمل (ويعمل بها من تاريخ 1446/8/20هـ) وعدلت هذه المادة لتكون بالنص الآتي "" للوزير أن يلزم المنشآت بقبول عدد أو تنسبة محددة من طلاب الجامعات والكليات والمعاهد والمراكز وخريجيها؛ بغية التدريب واستكمال الخبرة العملية، وفق الشروط والأوضاع والمدد التي تحددها اللائحة، على أن يُبرم عقد تدريب بين المتدرب وصاحب العمل تطبق في شأنه الأحكام الواردة في هذا الفصل. وللمنشأة أن تقدم مكافأة للمتدرب "".",0.06818181818181818,0.3,0.08108108108108109,22,81
الثانية والخمسون,ما هي الجهة التي تضع نموذج عقد العمل الموحد، وما هي المعلومات الأساسية التي يجب أن يحتوي عليها هذا النموذج؟,تضع الوزارة نموذجاً موحداً لعقد العمل، ويحتوي بصورة أساسية على اسم صاحب العمل ومكانه، واسم العامل وجنسيته، وما يلزم لإثبات شخصيته، وعنوان إقامته، والأجر المتفق عليه، ونوع العمل ومكانه، وتاريخ الالتحاق به، ومدته إن كان محدد المدة. (المادة الثانية والخمسون),المادة الثانية والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - مع مراعاة ما ورد في المادة (السابعة والثلاثين) من هذا النظام، تضع الوزارة نموذجاً موحداً لعقد العمل، يحتوي بصورة أساسية على اسم صاحب العمل ومكانه، واسم العامل وجنسيته، وما يلزم لإثبات شخصيته، وعنوان إقامته، والأجر المتفق عليه بما في ذلك المزايا والبدلات، ونوع العمل ومكانه، وتاريخ الالتحاق به، ومدته إن كان محدد المدة. 2 - يجب أن يكون عقد العمل وفق النموذج المشار إليه في الفقرة (1) من هذه المادة، ولطرفي العقد أن يضيفا إليه بنوداً أخرى، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له"".",0.3655913978494624,0.918918918918919,0.37777777777777777,40,108
الثانية والخمسون,هل يجوز لطرفي عقد العمل إضافة بنود جديدة إلى نموذج العقد الموحد؟,نعم، يجوز لطرفي العقد أن يضيفا إليه بنوداً أخرى، بشرط ألا تتعارض هذه البنود مع أحكام نظام العمل ولائحته والقرارات الصادرة تنفيذاً له. (المادة الثانية والخمسون),المادة الثانية والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - مع مراعاة ما ورد في المادة (السابعة والثلاثين) من هذا النظام، تضع الوزارة نموذجاً موحداً لعقد العمل، يحتوي بصورة أساسية على اسم صاحب العمل ومكانه، واسم العامل وجنسيته، وما يلزم لإثبات شخصيته، وعنوان إقامته، والأجر المتفق عليه بما في ذلك المزايا والبدلات، ونوع العمل ومكانه، وتاريخ الالتحاق به، ومدته إن كان محدد المدة. 2 - يجب أن يكون عقد العمل وفق النموذج المشار إليه في الفقرة (1) من هذه المادة، ولطرفي العقد أن يضيفا إليه بنوداً أخرى، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له"".",0.16,0.6153846153846154,0.17777777777777778,26,108
الثانية والخمسون,ما هو الغرض الأساسي من وضع الوزارة لنموذج موحد لعقد العمل؟,لتوفير إطار أساسي وموحد يضمن وجود البيانات الجوهرية والالتزام بالأحكام النظامية عند إبرام عقود العمل في القطاع الخاص. (المادة الثانية والخمسون),المادة الثانية والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - مع مراعاة ما ورد في المادة (السابعة والثلاثين) من هذا النظام، تضع الوزارة نموذجاً موحداً لعقد العمل، يحتوي بصورة أساسية على اسم صاحب العمل ومكانه، واسم العامل وجنسيته، وما يلزم لإثبات شخصيته، وعنوان إقامته، والأجر المتفق عليه بما في ذلك المزايا والبدلات، ونوع العمل ومكانه، وتاريخ الالتحاق به، ومدته إن كان محدد المدة. 2 - يجب أن يكون عقد العمل وفق النموذج المشار إليه في الفقرة (1) من هذه المادة، ولطرفي العقد أن يضيفا إليه بنوداً أخرى، بما لا يتعارض مع أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له"".",0.027777777777777776,0.14285714285714285,0.03333333333333333,21,108
الثالثة والخمسون,ما هي المدة القصوى لفترة التجربة التي يجب النص عليها صراحة في عقد العمل؟ وما هي المدة التي يمكن تمديدها إليها بحد أقصى؟,المدة القصوى لفترة التجربة هي تسعون يوماً. ويجوز باتفاق مكتوب بين العامل وصاحب العمل تمديدها على ألا تزيد على مائة وثمانين يوماً كحد أقصى. (المادة الثالثة والخمسون),المادة الثالثة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا كان العامل خاضعاً لفترة تجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديدها بوضوح، بحيث لا تزيد على تسعين يوماً. ويجوز باتفاق مكتوب بين العامل وصاحب العمل تمديد فترة التجربة، على ألا تزيد على مائة وثمانين يوماً. ولا تدخل في حساب فترة التجربة إجازة عيدي الفطر والأضحى والإجازة المرضية. ولكل من الطرفين الحق في إنهاء العقد خلال هذه الفترة ما لم يتضمن العقد نصّا يعطي الحق في الإنهاء لأحدهما"".",0.19047619047619047,0.64,0.21333333333333335,27,90
الثالثة والخمسون,ما هي الإجازات التي لا تدخل في حساب فترة التجربة؟,لا تدخل في حساب فترة التجربة إجازة عيدي الفطر والأضحى والإجازة المرضية. (المادة الثالثة والخمسون),المادة الثالثة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا كان العامل خاضعاً لفترة تجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديدها بوضوح، بحيث لا تزيد على تسعين يوماً. ويجوز باتفاق مكتوب بين العامل وصاحب العمل تمديد فترة التجربة، على ألا تزيد على مائة وثمانين يوماً. ولا تدخل في حساب فترة التجربة إجازة عيدي الفطر والأضحى والإجازة المرضية. ولكل من الطرفين الحق في إنهاء العقد خلال هذه الفترة ما لم يتضمن العقد نصّا يعطي الحق في الإنهاء لأحدهما"".",0.16883116883116883,0.8666666666666667,0.17333333333333334,15,90
الثالثة والخمسون,ما هو حق الطرفين (صاحب العمل والعامل) في إنهاء العقد خلال فترة التجربة؟,لكل من الطرفين الحق في إنهاء العقد خلال هذه الفترة ما لم يتضمن العقد نصّاً يعطي الحق في الإنهاء لأحدهما فقط. (المادة الثالثة والخمسون),المادة الثالثة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""إذا كان العامل خاضعاً لفترة تجربة، وجب النص على ذلك صراحة في عقد العمل، وتحديدها بوضوح، بحيث لا تزيد على تسعين يوماً. ويجوز باتفاق مكتوب بين العامل وصاحب العمل تمديد فترة التجربة، على ألا تزيد على مائة وثمانين يوماً. ولا تدخل في حساب فترة التجربة إجازة عيدي الفطر والأضحى والإجازة المرضية. ولكل من الطرفين الحق في إنهاء العقد خلال هذه الفترة ما لم يتضمن العقد نصّا يعطي الحق في الإنهاء لأحدهما"".",0.2,0.7619047619047619,0.21333333333333335,24,90
الرابعة والخمسون,هل يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد؟,الأصل هو لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد. (المادة الرابعة والخمسون),المادة الرابعة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد. واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط أن تكون في مهنة أخرى أو عمل آخر، أو أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر. وإذا أنهي العقد خلال فترة التجربة فإن أيًّا من الطرفين لا يستحق تعويضاً، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك"".",0.1875,0.7894736842105263,0.19736842105263158,19,94
الرابعة والخمسون,ما هما الاستثناءان اللذان يجوز فيهما إخضاع العامل لفترة تجربة أخرى لدى صاحب العمل نفسه؟,يجوز باتفاق الطرفين كتابة إخضاع العامل لفترة تجربة أخرى بشرط أن تكون في مهنة أخرى أو عمل آخر، أو أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر. (المادة الرابعة والخمسون),المادة الرابعة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد. واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط أن تكون في مهنة أخرى أو عمل آخر، أو أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر. وإذا أنهي العقد خلال فترة التجربة فإن أيًّا من الطرفين لا يستحق تعويضاً، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك"".",0.41025641025641024,0.9411764705882353,0.42105263157894735,38,94
الرابعة والخمسون,في حال إنهاء عقد العمل خلال فترة التجربة، هل يستحق العامل تعويضاً أو مكافأة نهاية خدمة؟,إذا أنهي العقد خلال فترة التجربة، فإن أيّاً من الطرفين لا يستحق تعويضاً، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك. (المادة الرابعة والخمسون),المادة الرابعة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""لا يجوز وضع العامل تحت التجربة أكثر من مرة واحدة لدى صاحب عمل واحد. واستثناء من ذلك يجوز باتفاق طرفي العقد - كتابة - إخضاع العامل لفترة تجربة أخرى بشرط أن تكون في مهنة أخرى أو عمل آخر، أو أن يكون قد مضى على انتهاء علاقة العامل بصاحب العمل مدة لا تقل عن ستة أشهر. وإذا أنهي العقد خلال فترة التجربة فإن أيًّا من الطرفين لا يستحق تعويضاً، كما لا يستحق العامل مكافأة نهاية الخدمة عن ذلك"".",0.2375,0.8260869565217391,0.25,25,94
الخامسة والخمسون,ماذا يحدث لعقد العمل المحدد المدة إذا استمر طرفاه في تنفيذه بعد انقضاء مدته دون تجديد مكتوب؟,إذا استمر طرفاه في تنفيذ عُدَّ العقدُ مجدداً لمدة غير محددة، مع مراعاة ما نصت عليه المادة (السابعة والثلاثون) من هذا النظام بالنسبة إلى غير السعوديين. (المادة الخامسة والخمسون),المادة الخامسة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - ينتهي عقد العمل المحدد المدة بانقضاء مدته، فإذا استمر طرفاه في تنفيذ عُدَّ العقدُ مجدداً لمدة غير محددة. مع مراعاة ما نصت عليه المادة (السابعة والثلاثون) من هذا النظام بالنسبة إلى غير السعوديين. 2 - إذا تضمن العقد المحدد المدة شرطاً يقضي بتجديده لمدة مماثلة أو لمدة محددة، فإنه يتجدد للمدة المتفق عليها. فإن تعدد التجديد ثلاث مرات متتالية، أو بلغت مدة العقد الأصلي مع مدة التجديد أربع سنوات أيهما أقل واستمر الطرفان في تنفيذه؛ تحوّل العقد إلى عقد غير محدد المدة"".",0.27906976744186046,0.8888888888888888,0.2891566265060241,29,101
الخامسة والخمسون,متى يتحول العقد المحدد المدة الذي يتضمن شرطاً بالتجديد، إلى عقد غير محدد المدة؟,يتحول العقد إلى عقد غير محدد المدة إذا تعدد التجديد ثلاث مرات متتالية، أو بلغت مدة العقد الأصلي مع مدة التجديد أربع سنوات أيهما أقل، واستمر الطرفان في تنفيذه. (المادة الخامسة والخمسون),المادة الخامسة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - ينتهي عقد العمل المحدد المدة بانقضاء مدته، فإذا استمر طرفاه في تنفيذ عُدَّ العقدُ مجدداً لمدة غير محددة. مع مراعاة ما نصت عليه المادة (السابعة والثلاثون) من هذا النظام بالنسبة إلى غير السعوديين. 2 - إذا تضمن العقد المحدد المدة شرطاً يقضي بتجديده لمدة مماثلة أو لمدة محددة، فإنه يتجدد للمدة المتفق عليها. فإن تعدد التجديد ثلاث مرات متتالية، أو بلغت مدة العقد الأصلي مع مدة التجديد أربع سنوات أيهما أقل واستمر الطرفان في تنفيذه؛ تحوّل العقد إلى عقد غير محدد المدة"".",0.28735632183908044,0.8620689655172413,0.30120481927710846,32,101
السادسة والخمسون,كيف تُعامل المدة التي يتجدد إليها العقد المحدد المدة في تحديد حقوق العامل؟,تعد المدة التي تجدد إليها العقد امتداداً للمدة الأصلية في تحديد حقوق العامل التي تدخل مدة الخدمة في حسابها. (المادة السادسة والخمسون),المادة السادسة والخمسون ,في جميع الحالات التي يتجدد فيها العقد لمدة محددة، تعد المدة التي تجدد إليها العقد امتدادًا للمدة الأصلية في تحديد حقوق العامل التي تدخل مدة الخدمة في حسابها.,0.5925925925925926,0.8,0.6956521739130435,22,28
السابعة والخمسون,متى ينتهي عقد العمل الذي يبرم من أجل القيام بعمل معين؟,إذا كان العقد من أجل القيام بعمل معين فإنه ينتهي بإنجاز العمل المتفق عليه. (المادة السابعة والخمسون),المادة السابعة والخمسون ,إذا كان العقد من أجل القيام بعمل معين فإنه ينتهي بإنجاز العمل المتفق عليه.,0.8235294117647058,0.8235294117647058,1.0,17,14
الثامنة والخمسون,ما هو الشرط الواجب توافره على صاحب العمل لنقل العامل من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته؟,لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته – كتابةً – من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته. (المادة الثامنة والخمسون),المادة الثامنة والخمسون ,"تم تعديل هذه المادة بموجب المرسوم الملكي رقم ( م/ 46) وتاريخ 5 / 6 / 1436 هـ ؛ لتكون بالنص الآتي ""1 - لا يجوز لصاحب العمل أن ينقل العامل بغير موافقته – كتابةً – من مكان عمله الأصلي إلى مكان آخر يقتضي تغيير محل إقامته. 2 - لصاحب العمل - في حالات الضرورة التي قد تقتضيها ظروف عارضة ولمدة لا تتجاوز ثلاثين يوماً في السنة – تكليف العامل بعمل في مكان يختلف عن المكان المتفق عليه دون اشتراط موافقته، على أن يتحمل صاحب العمل تكاليف انتقال العامل وإقامته خلال تلك المدة"".",0.28378378378378377,0.9130434782608695,0.2916666666666667,24,84
